financial_year,town_or_estate,flat_type,sold_or_rental,no_of_dwelling_units
2013,Bishan,1-room,Rental Units,396
2013,Bishan,1-room,Sold Units,0
2013,Bishan,2-room,Rental Units,0
2013,Bishan,2-room,Sold Units,0
2013,Bishan,3-room,Rental Units,0
2013,Bishan,3-room,Sold Units,2359
2013,Bishan,4-room,Rental Units,0
2013,Bishan,4-room,Sold Units,9359
2013,Bishan,5-room,Rental Units,0
2013,Bishan,5-room,Sold Units,5715
2013,Bishan,Executive,Sold Units,1660
2013,Bishan,Studio Apartment,Rental Units,0
2013,Bishan,Studio Apartment,Sold Units,176
2013,Bishan,HUDC,Sold Units,0
2013,Bukit Batok,1-room,Rental Units,305
2013,Bukit Batok,1-room,Sold Units,0
2013,Bukit Batok,2-room,Rental Units,95
2013,Bukit Batok,2-room,Sold Units,0
2013,Bukit Batok,3-room,Rental Units,1
2013,Bukit Batok,3-room,Sold Units,10279
2013,Bukit Batok,4-room,Rental Units,0
2013,Bukit Batok,4-room,Sold Units,13851
2013,Bukit Batok,5-room,Rental Units,0
2013,Bukit Batok,5-room,Sold Units,4832
2013,Bukit Batok,Executive,Sold Units,2732
2013,Bukit Batok,Studio Apartment,Rental Units,0
2013,Bukit Batok,Studio Apartment,Sold Units,180
2013,Bukit Batok,HUDC,Sold Units,0
2013,Bukit Merah,1-room,Rental Units,4473
2013,Bukit Merah,1-room,Sold Units,258
2013,Bukit Merah,2-room,Rental Units,4599
2013,Bukit Merah,2-room,Sold Units,1157
2013,Bukit Merah,3-room,Rental Units,165
2013,Bukit Merah,3-room,Sold Units,15704
2013,Bukit Merah,4-room,Rental Units,96
2013,Bukit Merah,4-room,Sold Units,14924
2013,Bukit Merah,5-room,Rental Units,0
2013,Bukit Merah,5-room,Sold Units,9323
2013,Bukit Merah,Executive,Sold Units,44
2013,Bukit Merah,Studio Apartment,Rental Units,0
2013,Bukit Merah,Studio Apartment,Sold Units,442
2013,Bukit Merah,HUDC,Sold Units,0
2013,Bukit Panjang,1-room,Rental Units,223
2013,Bukit Panjang,1-room,Sold Units,0
2013,Bukit Panjang,2-room,Rental Units,74
2013,Bukit Panjang,2-room,Sold Units,211
2013,Bukit Panjang,3-room,Rental Units,0
2013,Bukit Panjang,3-room,Sold Units,3021
2013,Bukit Panjang,4-room,Rental Units,0
2013,Bukit Panjang,4-room,Sold Units,14926
2013,Bukit Panjang,5-room,Rental Units,0
2013,Bukit Panjang,5-room,Sold Units,9661
2013,Bukit Panjang,Executive,Sold Units,3381
2013,Bukit Panjang,Studio Apartment,Rental Units,0
2013,Bukit Panjang,Studio Apartment,Sold Units,0
2013,Bukit Panjang,HUDC,Sold Units,0
2013,Bukit Timah,1-room,Rental Units,0
2013,Bukit Timah,1-room,Sold Units,0
2013,Bukit Timah,2-room,Rental Units,0
2013,Bukit Timah,2-room,Sold Units,0
2013,Bukit Timah,3-room,Rental Units,0
2013,Bukit Timah,3-room,Sold Units,441
2013,Bukit Timah,4-room,Rental Units,0
2013,Bukit Timah,4-room,Sold Units,920
2013,Bukit Timah,5-room,Rental Units,0
2013,Bukit Timah,5-room,Sold Units,682
2013,Bukit Timah,Executive,Sold Units,380
2013,Bukit Timah,Studio Apartment,Rental Units,0
2013,Bukit Timah,Studio Apartment,Sold Units,0
2013,Bukit Timah,HUDC,Sold Units,0
2013,Central Area,1-room,Rental Units,2075
2013,Central Area,1-room,Sold Units,0
2013,Central Area,2-room,Rental Units,971
2013,Central Area,2-room,Sold Units,345
2013,Central Area,3-room,Rental Units,52
2013,Central Area,3-room,Sold Units,4687
2013,Central Area,4-room,Rental Units,14
2013,Central Area,4-room,Sold Units,3515
2013,Central Area,5-room,Rental Units,0
2013,Central Area,5-room,Sold Units,903
2013,Central Area,Executive,Sold Units,9
2013,Central Area,Studio Apartment,Rental Units,0
2013,Central Area,Studio Apartment,Sold Units,0
2013,Central Area,HUDC,Sold Units,38
2013,Choa Chu Kang,1-room,Rental Units,355
2013,Choa Chu Kang,1-room,Sold Units,0
2013,Choa Chu Kang,2-room,Rental Units,513
2013,Choa Chu Kang,2-room,Sold Units,238
2013,Choa Chu Kang,3-room,Rental Units,0
2013,Choa Chu Kang,3-room,Sold Units,1731
2013,Choa Chu Kang,4-room,Rental Units,0
2013,Choa Chu Kang,4-room,Sold Units,19796
2013,Choa Chu Kang,5-room,Rental Units,0
2013,Choa Chu Kang,5-room,Sold Units,13422
2013,Choa Chu Kang,Executive,Sold Units,4762
2013,Choa Chu Kang,Studio Apartment,Rental Units,0
2013,Choa Chu Kang,Studio Apartment,Sold Units,440
2013,Choa Chu Kang,HUDC,Sold Units,0
2013,Clementi,1-room,Rental Units,760
2013,Clementi,1-room,Sold Units,0
2013,Clementi,2-room,Rental Units,683
2013,Clementi,2-room,Sold Units,249
2013,Clementi,3-room,Rental Units,11
2013,Clementi,3-room,Sold Units,11720
2013,Clementi,4-room,Rental Units,0
2013,Clementi,4-room,Sold Units,8075
2013,Clementi,5-room,Rental Units,0
2013,Clementi,5-room,Sold Units,2765
2013,Clementi,Executive,Sold Units,618
2013,Clementi,Studio Apartment,Rental Units,0
2013,Clementi,Studio Apartment,Sold Units,0
2013,Clementi,HUDC,Sold Units,0
2013,Geylang,1-room,Rental Units,1044
2013,Geylang,1-room,Sold Units,0
2013,Geylang,2-room,Rental Units,2398
2013,Geylang,2-room,Sold Units,752
2013,Geylang,3-room,Rental Units,481
2013,Geylang,3-room,Sold Units,10875
2013,Geylang,4-room,Rental Units,0
2013,Geylang,4-room,Sold Units,9180
2013,Geylang,5-room,Rental Units,0
2013,Geylang,5-room,Sold Units,3590
2013,Geylang,Executive,Sold Units,830
2013,Geylang,Studio Apartment,Rental Units,0
2013,Geylang,Studio Apartment,Sold Units,107
2013,Geylang,HUDC,Sold Units,0
2013,Hougang,1-room,Rental Units,532
2013,Hougang,1-room,Sold Units,0
2013,Hougang,2-room,Rental Units,624
2013,Hougang,2-room,Sold Units,268
2013,Hougang,3-room,Rental Units,220
2013,Hougang,3-room,Sold Units,9668
2013,Hougang,4-room,Rental Units,0
2013,Hougang,4-room,Sold Units,23854
2013,Hougang,5-room,Rental Units,0
2013,Hougang,5-room,Sold Units,9958
2013,Hougang,Executive,Sold Units,4310
2013,Hougang,Studio Apartment,Rental Units,0
2013,Hougang,Studio Apartment,Sold Units,192
2013,Hougang,HUDC,Sold Units,622
2013,Jurong East,1-room,Rental Units,352
2013,Jurong East,1-room,Sold Units,0
2013,Jurong East,2-room,Rental Units,110
2013,Jurong East,2-room,Sold Units,302
2013,Jurong East,3-room,Rental Units,30
2013,Jurong East,3-room,Sold Units,6791
2013,Jurong East,4-room,Rental Units,0
2013,Jurong East,4-room,Sold Units,7855
2013,Jurong East,5-room,Rental Units,0
2013,Jurong East,5-room,Sold Units,5925
2013,Jurong East,Executive,Sold Units,1871
2013,Jurong East,Studio Apartment,Rental Units,0
2013,Jurong East,Studio Apartment,Sold Units,143
2013,Jurong East,HUDC,Sold Units,0
2013,Jurong West,1-room,Rental Units,540
2013,Jurong West,1-room,Sold Units,0
2013,Jurong West,2-room,Rental Units,1169
2013,Jurong West,2-room,Sold Units,461
2013,Jurong West,3-room,Rental Units,704
2013,Jurong West,3-room,Sold Units,11526
2013,Jurong West,4-room,Rental Units,0
2013,Jurong West,4-room,Sold Units,27938
2013,Jurong West,5-room,Rental Units,0
2013,Jurong West,5-room,Sold Units,21191
2013,Jurong West,Executive,Sold Units,6507
2013,Jurong West,Studio Apartment,Rental Units,0
2013,Jurong West,Studio Apartment,Sold Units,287
2013,Jurong West,HUDC,Sold Units,0
2013,Kallang/Whampoa,1-room,Rental Units,4401
2013,Kallang/Whampoa,1-room,Sold Units,0
2013,Kallang/Whampoa,2-room,Rental Units,2024
2013,Kallang/Whampoa,2-room,Sold Units,445
2013,Kallang/Whampoa,3-room,Rental Units,11
2013,Kallang/Whampoa,3-room,Sold Units,13144
2013,Kallang/Whampoa,4-room,Rental Units,1
2013,Kallang/Whampoa,4-room,Sold Units,9848
2013,Kallang/Whampoa,5-room,Rental Units,0
2013,Kallang/Whampoa,5-room,Sold Units,5365
2013,Kallang/Whampoa,Executive,Sold Units,503
2013,Kallang/Whampoa,Studio Apartment,Rental Units,0
2013,Kallang/Whampoa,Studio Apartment,Sold Units,0
2013,Kallang/Whampoa,HUDC,Sold Units,0
2013,Marine Parade,1-room,Rental Units,0
2013,Marine Parade,1-room,Sold Units,0
2013,Marine Parade,2-room,Rental Units,1324
2013,Marine Parade,2-room,Sold Units,26
2013,Marine Parade,3-room,Rental Units,1
2013,Marine Parade,3-room,Sold Units,3038
2013,Marine Parade,4-room,Rental Units,0
2013,Marine Parade,4-room,Sold Units,1798
2013,Marine Parade,5-room,Rental Units,0
2013,Marine Parade,5-room,Sold Units,1676
2013,Marine Parade,Executive,Sold Units,0
2013,Marine Parade,Studio Apartment,Rental Units,0
2013,Marine Parade,Studio Apartment,Sold Units,0
2013,Marine Parade,HUDC,Sold Units,0
2013,Pasir Ris,1-room,Rental Units,176
2013,Pasir Ris,1-room,Sold Units,0
2013,Pasir Ris,2-room,Rental Units,44
2013,Pasir Ris,2-room,Sold Units,21
2013,Pasir Ris,3-room,Rental Units,1
2013,Pasir Ris,3-room,Sold Units,163
2013,Pasir Ris,4-room,Rental Units,0
2013,Pasir Ris,4-room,Sold Units,10716
2013,Pasir Ris,5-room,Rental Units,0
2013,Pasir Ris,5-room,Sold Units,9055
2013,Pasir Ris,Executive,Sold Units,7460
2013,Pasir Ris,Studio Apartment,Rental Units,0
2013,Pasir Ris,Studio Apartment,Sold Units,185
2013,Pasir Ris,HUDC,Sold Units,98
2013,Punggol,1-room,Rental Units,701
2013,Punggol,1-room,Sold Units,0
2013,Punggol,2-room,Rental Units,186
2013,Punggol,2-room,Sold Units,646
2013,Punggol,3-room,Rental Units,0
2013,Punggol,3-room,Sold Units,1764
2013,Punggol,4-room,Rental Units,0
2013,Punggol,4-room,Sold Units,14166
2013,Punggol,5-room,Rental Units,0
2013,Punggol,5-room,Sold Units,11970
2013,Punggol,Executive,Sold Units,1126
2013,Punggol,Studio Apartment,Rental Units,0
2013,Punggol,Studio Apartment,Sold Units,318
2013,Punggol,HUDC,Sold Units,0
2013,Queenstown,1-room,Rental Units,575
2013,Queenstown,1-room,Sold Units,0
2013,Queenstown,2-room,Rental Units,1699
2013,Queenstown,2-room,Sold Units,1529
2013,Queenstown,3-room,Rental Units,81
2013,Queenstown,3-room,Sold Units,14559
2013,Queenstown,4-room,Rental Units,0
2013,Queenstown,4-room,Sold Units,7663
2013,Queenstown,5-room,Rental Units,0
2013,Queenstown,5-room,Sold Units,3767
2013,Queenstown,Executive,Sold Units,354
2013,Queenstown,Studio Apartment,Rental Units,0
2013,Queenstown,Studio Apartment,Sold Units,266
2013,Queenstown,HUDC,Sold Units,0
2013,Sembawang,1-room,Rental Units,169
2013,Sembawang,1-room,Sold Units,0
