financial_year,town_or_estate,flat_type,sold_or_rental,no_of_dwelling_units
2017,Clementi,3-room,Sold Units,12398
2017,Clementi,4-room,Rental Units,0
2017,Clementi,4-room,Sold Units,9249
2017,Clementi,5-room,Rental Units,0
2017,Clementi,5-room,Sold Units,3207
2017,Clementi,Executive,Sold Units,622
2017,Clementi,Studio Apartment,Rental Units,0
2017,Clementi,Studio Apartment,Sold Units,0
2017,Geylang,1-room,Rental Units,1231
2017,Geylang,1-room,Sold Units,0
2017,Geylang,2-room,Rental Units,2535
2017,Geylang,2-room,Sold Units,853
2017,Geylang,3-room,Rental Units,128
2017,Geylang,3-room,Sold Units,11316
2017,Geylang,4-room,Rental Units,0
2017,Geylang,4-room,Sold Units,9607
2017,Geylang,5-room,Rental Units,0
2017,Geylang,5-room,Sold Units,3592
2017,Geylang,Executive,Sold Units,831
2017,Geylang,Studio Apartment,Rental Units,0
2017,Geylang,Studio Apartment,Sold Units,211
2017,Hougang,1-room,Rental Units,532
2017,Hougang,1-room,Sold Units,0
2017,Hougang,2-room,Rental Units,624
2017,Hougang,2-room,Sold Units,464
2017,Hougang,3-room,Rental Units,44
2017,Hougang,3-room,Sold Units,10564
2017,Hougang,4-room,Rental Units,0
2017,Hougang,4-room,Sold Units,26074
2017,Hougang,5-room,Rental Units,0
2017,Hougang,5-room,Sold Units,11080
2017,Hougang,Executive,Sold Units,4310
2017,Hougang,Studio Apartment,Rental Units,0
2017,Hougang,Studio Apartment,Sold Units,636
2017,Jurong East,1-room,Rental Units,352
2017,Jurong East,1-room,Sold Units,0
2017,Jurong East,2-room,Rental Units,110
2017,Jurong East,2-room,Sold Units,320
2017,Jurong East,3-room,Rental Units,22
2017,Jurong East,3-room,Sold Units,6984
2017,Jurong East,4-room,Rental Units,0
2017,Jurong East,4-room,Sold Units,8188
2017,Jurong East,5-room,Rental Units,0
2017,Jurong East,5-room,Sold Units,5925
2017,Jurong East,Executive,Sold Units,1871
2017,Jurong East,Studio Apartment,Rental Units,0
2017,Jurong East,Studio Apartment,Sold Units,125
2017,Jurong West,1-room,Rental Units,813
2017,Jurong West,1-room,Sold Units,0
2017,Jurong West,2-room,Rental Units,1442
2017,Jurong West,2-room,Sold Units,791
2017,Jurong West,3-room,Rental Units,704
2017,Jurong West,3-room,Sold Units,11686
2017,Jurong West,4-room,Rental Units,0
2017,Jurong West,4-room,Sold Units,29495
2017,Jurong West,5-room,Rental Units,0
2017,Jurong West,5-room,Sold Units,22213
2017,Jurong West,Executive,Sold Units,6507
2017,Jurong West,Studio Apartment,Rental Units,0
2017,Jurong West,Studio Apartment,Sold Units,650
2017,Kallang/Whampoa,1-room,Rental Units,4401
2017,Kallang/Whampoa,1-room,Sold Units,0
2017,Kallang/Whampoa,2-room,Rental Units,2024
2017,Kallang/Whampoa,2-room,Sold Units,730
2017,Kallang/Whampoa,3-room,Rental Units,9
2017,Kallang/Whampoa,3-room,Sold Units,13955
2017,Kallang/Whampoa,4-room,Rental Units,0
2017,Kallang/Whampoa,4-room,Sold Units,11854
2017,Kallang/Whampoa,5-room,Rental Units,0
2017,Kallang/Whampoa,5-room,Sold Units,5477
2017,Kallang/Whampoa,Executive,Sold Units,504
2017,Kallang/Whampoa,Studio Apartment,Rental Units,0
2017,Kallang/Whampoa,Studio Apartment,Sold Units,240
2017,Marine Parade,1-room,Rental Units,0
2017,Marine Parade,1-room,Sold Units,0
2017,Marine Parade,2-room,Rental Units,1324
2017,Marine Parade,2-room,Sold Units,26
2017,Marine Parade,3-room,Rental Units,1
2017,Marine Parade,3-room,Sold Units,3036
2017,Marine Parade,4-room,Rental Units,0
2017,Marine Parade,4-room,Sold Units,1798
2017,Marine Parade,5-room,Rental Units,0
2017,Marine Parade,5-room,Sold Units,1677
2017,Marine Parade,Executive,Sold Units,0
2017,Marine Parade,Studio Apartment,Rental Units,0
2017,Marine Parade,Studio Apartment,Sold Units,0
2017,Pasir Ris,1-room,Rental Units,176
2017,Pasir Ris,1-room,Sold Units,0
2017,Pasir Ris,2-room,Rental Units,44
2017,Pasir Ris,2-room,Sold Units,290
2017,Pasir Ris,3-room,Rental Units,1
2017,Pasir Ris,3-room,Sold Units,490
2017,Pasir Ris,4-room,Rental Units,0
2017,Pasir Ris,4-room,Sold Units,11641
2017,Pasir Ris,5-room,Rental Units,0
2017,Pasir Ris,5-room,Sold Units,9379
2017,Pasir Ris,Executive,Sold Units,7460
2017,Pasir Ris,Studio Apartment,Rental Units,0
2017,Pasir Ris,Studio Apartment,Sold Units,173
2017,Punggol,1-room,Rental Units,1366
2017,Punggol,1-room,Sold Units,0
2017,Punggol,2-room,Rental Units,901
2017,Punggol,2-room,Sold Units,1900
2017,Punggol,3-room,Rental Units,0
2017,Punggol,3-room,Sold Units,5061
2017,Punggol,4-room,Rental Units,0
2017,Punggol,4-room,Sold Units,22178
2017,Punggol,5-room,Rental Units,0
2017,Punggol,5-room,Sold Units,16271
2017,Punggol,Executive,Sold Units,1126
2017,Punggol,Studio Apartment,Rental Units,0
2017,Punggol,Studio Apartment,Sold Units,426
2017,Queenstown,1-room,Rental Units,575
2017,Queenstown,1-room,Sold Units,0
2017,Queenstown,2-room,Rental Units,1699
2017,Queenstown,2-room,Sold Units,1668
2017,Queenstown,3-room,Rental Units,48
2017,Queenstown,3-room,Sold Units,14449
2017,Queenstown,4-room,Rental Units,0
2017,Queenstown,4-room,Sold Units,9456
2017,Queenstown,5-room,Rental Units,0
2017,Queenstown,5-room,Sold Units,3975
2017,Queenstown,Executive,Sold Units,355
2017,Queenstown,Studio Apartment,Rental Units,0
2017,Queenstown,Studio Apartment,Sold Units,453
2017,Sembawang,1-room,Rental Units,955
2017,Sembawang,1-room,Sold Units,0
2017,Sembawang,2-room,Rental Units,883
2017,Sembawang,2-room,Sold Units,1537
2017,Sembawang,3-room,Rental Units,0
2017,Sembawang,3-room,Sold Units,1191
2017,Sembawang,4-room,Rental Units,0
2017,Sembawang,4-room,Sold Units,10880
2017,Sembawang,5-room,Rental Units,0
2017,Sembawang,5-room,Sold Units,8518
2017,Sembawang,Executive,Sold Units,2870
2017,Sembawang,Studio Apartment,Rental Units,0
2017,Sembawang,Studio Apartment,Sold Units,0
2017,Sengkang,1-room,Rental Units,685
2017,Sengkang,1-room,Sold Units,0
2017,Sengkang,2-room,Rental Units,391
2017,Sengkang,2-room,Sold Units,1288
2017,Sengkang,3-room,Rental Units,0
2017,Sengkang,3-room,Sold Units,3817
2017,Sengkang,4-room,Rental Units,0
2017,Sengkang,4-room,Sold Units,31050
2017,Sengkang,5-room,Rental Units,0
2017,Sengkang,5-room,Sold Units,24144
2017,Sengkang,Executive,Sold Units,4462
2017,Sengkang,Studio Apartment,Rental Units,0
2017,Sengkang,Studio Apartment,Sold Units,768
2017,Serangoon,1-room,Rental Units,272
2017,Serangoon,1-room,Sold Units,0
2017,Serangoon,2-room,Rental Units,247
2017,Serangoon,2-room,Sold Units,154
2017,Serangoon,3-room,Rental Units,0
2017,Serangoon,3-room,Sold Units,4535
2017,Serangoon,4-room,Rental Units,0
2017,Serangoon,4-room,Sold Units,10231
2017,Serangoon,5-room,Rental Units,0
2017,Serangoon,5-room,Sold Units,3757
2017,Serangoon,Executive,Sold Units,2365
2017,Serangoon,Studio Apartment,Rental Units,0
2017,Serangoon,Studio Apartment,Sold Units,73
2017,Tampines,1-room,Rental Units,1361
2017,Tampines,1-room,Sold Units,0
2017,Tampines,2-room,Rental Units,762
2017,Tampines,2-room,Sold Units,382
2017,Tampines,3-room,Rental Units,14
2017,Tampines,3-room,Sold Units,13376
2017,Tampines,4-room,Rental Units,0
2017,Tampines,4-room,Sold Units,29038
2017,Tampines,5-room,Rental Units,0
2017,Tampines,5-room,Sold Units,17413
2017,Tampines,Executive,Sold Units,5846
2017,Tampines,Studio Apartment,Rental Units,0
2017,Tampines,Studio Apartment,Sold Units,620
2017,Toa Payoh,1-room,Rental Units,1168
2017,Toa Payoh,1-room,Sold Units,0
2017,Toa Payoh,2-room,Rental Units,2895
2017,Toa Payoh,2-room,Sold Units,901
2017,Toa Payoh,3-room,Rental Units,48
2017,Toa Payoh,3-room,Sold Units,15407
2017,Toa Payoh,4-room,Rental Units,0
2017,Toa Payoh,4-room,Sold Units,10220
2017,Toa Payoh,5-room,Rental Units,0
2017,Toa Payoh,5-room,Sold Units,6017
2017,Toa Payoh,Executive,Sold Units,854
2017,Toa Payoh,Studio Apartment,Rental Units,0
2017,Toa Payoh,Studio Apartment,Sold Units,390
2017,Woodlands,1-room,Rental Units,2099
2017,Woodlands,1-room,Sold Units,0
2017,Woodlands,2-room,Rental Units,1274
2017,Woodlands,2-room,Sold Units,1066
2017,Woodlands,3-room,Rental Units,10
2017,Woodlands,3-room,Sold Units,6855
2017,Woodlands,4-room,Rental Units,96
2017,Woodlands,4-room,Sold Units,29314
2017,Woodlands,5-room,Rental Units,0
2017,Woodlands,5-room,Sold Units,20359
2017,Woodlands,Executive,Sold Units,6191
2017,Woodlands,Studio Apartment,Rental Units,0
2017,Woodlands,Studio Apartment,Sold Units,889
2017,Yishun,1-room,Rental Units,1038
2017,Yishun,1-room,Sold Units,0
2017,Yishun,2-room,Rental Units,724
2017,Yishun,2-room,Sold Units,1124
2017,Yishun,3-room,Rental Units,9
2017,Yishun,3-room,Sold Units,15645
2017,Yishun,4-room,Rental Units,0
2017,Yishun,4-room,Sold Units,30304
2017,Yishun,5-room,Rental Units,0
2017,Yishun,5-room,Sold Units,10413
2017,Yishun,Executive,Sold Units,2741
2017,Yishun,Studio Apartment,Rental Units,0
2017,Yishun,Studio Apartment,Sold Units,788
2018,Ang Mo Kio,1-room,Rental Units,1318
2018,Ang Mo Kio,1-room,Sold Units,0
2018,Ang Mo Kio,2-room,Rental Units,2855
2018,Ang Mo Kio,2-room,Sold Units,781
2018,Ang Mo Kio,3-room,Rental Units,11
2018,Ang Mo Kio,3-room,Sold Units,24512
2018,Ang Mo Kio,4-room,Rental Units,1
2018,Ang Mo Kio,4-room,Sold Units,14480
2018,Ang Mo Kio,5-room,Rental Units,0
2018,Ang Mo Kio,5-room,Sold Units,5949
2018,Ang Mo Kio,Executive,Sold Units,499
2018,Ang Mo Kio,Studio Apartment,Rental Units,0
2018,Ang Mo Kio,Studio Apartment,Sold Units,322
2018,Bedok,1-room,Rental Units,2530
2018,Bedok,1-room,Sold Units,0
2018,Bedok,2-room,Rental Units,1376
2018,Bedok,2-room,Sold Units,948
2018,Bedok,3-room,Rental Units,6
2018,Bedok,3-room,Sold Units,22809
2018,Bedok,4-room,Rental Units,0
2018,Bedok,4-room,Sold Units,20967
2018,Bedok,5-room,Rental Units,0
2018,Bedok,5-room,Sold Units,10498
2018,Bedok,Executive,Sold Units,2717
2018,Bedok,Studio Apartment,Rental Units,0
2018,Bedok,Studio Apartment,Sold Units,305
2018,Bishan,1-room,Rental Units,564
2018,Bishan,1-room,Sold Units,0
2018,Bishan,2-room,Rental Units,240
2018,Bishan,2-room,Sold Units,17
2018,Bishan,3-room,Rental Units,0
2018,Bishan,3-room,Sold Units,2357
2018,Bishan,4-room,Rental Units,0
2018,Bishan,4-room,Sold Units,9359
2018,Bishan,5-room,Rental Units,0
2018,Bishan,5-room,Sold Units,5716
2018,Bishan,Executive,Sold Units,1660
2018,Bishan,Studio Apartment,Rental Units,0
2018,Bishan,Studio Apartment,Sold Units,159
2018,Bukit Batok,1-room,Rental Units,761
2018,Bukit Batok,1-room,Sold Units,0
2018,Bukit Batok,2-room,Rental Units,631
2018,Bukit Batok,2-room,Sold Units,2209
2018,Bukit Batok,3-room,Rental Units,1
2018,Bukit Batok,3-room,Sold Units,11568
2018,Bukit Batok,4-room,Rental Units,0
2018,Bukit Batok,4-room,Sold Units,18073
2018,Bukit Batok,5-room,Rental Units,0
2018,Bukit Batok,5-room,Sold Units,7401
2018,Bukit Batok,Executive,Sold Units,2734
2018,Bukit Batok,Studio Apartment,Rental Units,0
2018,Bukit Batok,Studio Apartment,Sold Units,246
2018,Bukit Merah,1-room,Rental Units,4476
2018,Bukit Merah,1-room,Sold Units,255
2018,Bukit Merah,2-room,Rental Units,4599
2018,Bukit Merah,2-room,Sold Units,1455
2018,Bukit Merah,3-room,Rental Units,165
2018,Bukit Merah,3-room,Sold Units,16328
2018,Bukit Merah,4-room,Rental Units,0
2018,Bukit Merah,4-room,Sold Units,17190
2018,Bukit Merah,5-room,Rental Units,2
2018,Bukit Merah,5-room,Sold Units,9615
2018,Bukit Merah,Executive,Sold Units,44
2018,Bukit Merah,Studio Apartment,Rental Units,0
2018,Bukit Merah,Studio Apartment,Sold Units,605
2018,Bukit Panjang,1-room,Rental Units,223
2018,Bukit Panjang,1-room,Sold Units,0
2018,Bukit Panjang,2-room,Rental Units,74
2018,Bukit Panjang,2-room,Sold Units,484
2018,Bukit Panjang,3-room,Rental Units,0
2018,Bukit Panjang,3-room,Sold Units,3678
2018,Bukit Panjang,4-room,Rental Units,0
2018,Bukit Panjang,4-room,Sold Units,16699
2018,Bukit Panjang,5-room,Rental Units,0
2018,Bukit Panjang,5-room,Sold Units,10425
2018,Bukit Panjang,Executive,Sold Units,3381
2018,Bukit Panjang,Studio Apartment,Rental Units,0
2018,Bukit Panjang,Studio Apartment,Sold Units,361
2018,Bukit Timah,1-room,Rental Units,0
2018,Bukit Timah,1-room,Sold Units,0
2018,Bukit Timah,2-room,Rental Units,0
2018,Bukit Timah,2-room,Sold Units,49
2018,Bukit Timah,3-room,Rental Units,0
2018,Bukit Timah,3-room,Sold Units,439
2018,Bukit Timah,4-room,Rental Units,0
2018,Bukit Timah,4-room,Sold Units,920
2018,Bukit Timah,5-room,Rental Units,0
2018,Bukit Timah,5-room,Sold Units,683
2018,Bukit Timah,Executive,Sold Units,380
2018,Bukit Timah,Studio Apartment,Rental Units,0
2018,Bukit Timah,Studio Apartment,Sold Units,83
2018,Central Area,1-room,Rental Units,2075
2018,Central Area,1-room,Sold Units,0
2018,Central Area,2-room,Rental Units,971
2018,Central Area,2-room,Sold Units,345
2018,Central Area,3-room,Rental Units,52
2018,Central Area,3-room,Sold Units,4214
2018,Central Area,4-room,Rental Units,14
2018,Central Area,4-room,Sold Units,3424
2018,Central Area,5-room,Rental Units,0
2018,Central Area,5-room,Sold Units,902
2018,Central Area,Executive,Sold Units,6
2018,Central Area,Studio Apartment,Rental Units,0
2018,Central Area,Studio Apartment,Sold Units,0
2018,Choa Chu Kang,1-room,Rental Units,565
2018,Choa Chu Kang,1-room,Sold Units,0
2018,Choa Chu Kang,2-room,Rental Units,813
2018,Choa Chu Kang,2-room,Sold Units,394
2018,Choa Chu Kang,3-room,Rental Units,0
2018,Choa Chu Kang,3-room,Sold Units,2463
2018,Choa Chu Kang,4-room,Rental Units,0
2018,Choa Chu Kang,4-room,Sold Units,23465
2018,Choa Chu Kang,5-room,Rental Units,2
2018,Choa Chu Kang,5-room,Sold Units,15950
2018,Choa Chu Kang,Executive,Sold Units,4762
2018,Choa Chu Kang,Studio Apartment,Rental Units,0
2018,Choa Chu Kang,Studio Apartment,Sold Units,486
2018,Clementi,1-room,Rental Units,474
2018,Clementi,1-room,Sold Units,0
2018,Clementi,2-room,Rental Units,467
2018,Clementi,2-room,Sold Units,303
2018,Clementi,3-room,Rental Units,7
2018,Clementi,3-room,Sold Units,12299
2018,Clementi,4-room,Rental Units,0
2018,Clementi,4-room,Sold Units,9222
2018,Clementi,5-room,Rental Units,0
2018,Clementi,5-room,Sold Units,3207
2018,Clementi,Executive,Sold Units,622
2018,Clementi,Studio Apartment,Rental Units,0
2018,Clementi,Studio Apartment,Sold Units,0
2018,Geylang,1-room,Rental Units,879
2018,Geylang,1-room,Sold Units,0
2018,Geylang,2-room,Rental Units,2535
2018,Geylang,2-room,Sold Units,855
2018,Geylang,3-room,Rental Units,258
2018,Geylang,3-room,Sold Units,11350
2018,Geylang,4-room,Rental Units,0
2018,Geylang,4-room,Sold Units,9679
2018,Geylang,5-room,Rental Units,0
2018,Geylang,5-room,Sold Units,3593
2018,Geylang,Executive,Sold Units,831
2018,Geylang,Studio Apartment,Rental Units,0
2018,Geylang,Studio Apartment,Sold Units,209
2018,Hougang,1-room,Rental Units,668
2018,Hougang,1-room,Sold Units,0
2018,Hougang,2-room,Rental Units,794
2018,Hougang,2-room,Sold Units,1274
2018,Hougang,3-room,Rental Units,49
2018,Hougang,3-room,Sold Units,10858
2018,Hougang,4-room,Rental Units,0
2018,Hougang,4-room,Sold Units,26901
2018,Hougang,5-room,Rental Units,0
2018,Hougang,5-room,Sold Units,11080
2018,Hougang,Executive,Sold Units,4311
2018,Hougang,Studio Apartment,Rental Units,0
2018,Hougang,Studio Apartment,Sold Units,626
2018,Jurong East,1-room,Rental Units,433
2018,Jurong East,1-room,Sold Units,0
2018,Jurong East,2-room,Rental Units,191
2018,Jurong East,2-room,Sold Units,322
2018,Jurong East,3-room,Rental Units,23
2018,Jurong East,3-room,Sold Units,7046
2018,Jurong East,4-room,Rental Units,0
2018,Jurong East,4-room,Sold Units,8188
2018,Jurong East,5-room,Rental Units,0
2018,Jurong East,5-room,Sold Units,5925
2018,Jurong East,Executive,Sold Units,1871
2018,Jurong East,Studio Apartment,Rental Units,0
2018,Jurong East,Studio Apartment,Sold Units,123
2018,Jurong West,1-room,Rental Units,813
2018,Jurong West,1-room,Sold Units,0
2018,Jurong West,2-room,Rental Units,1442
2018,Jurong West,2-room,Sold Units,1226
2018,Jurong West,3-room,Rental Units,705
2018,Jurong West,3-room,Sold Units,11915
2018,Jurong West,4-room,Rental Units,0
2018,Jurong West,4-room,Sold Units,29761
2018,Jurong West,5-room,Rental Units,0
2018,Jurong West,5-room,Sold Units,22213
2018,Jurong West,Executive,Sold Units,6507
2018,Jurong West,Studio Apartment,Rental Units,0
2018,Jurong West,Studio Apartment,Sold Units,626
2018,Kallang/Whampoa,1-room,Rental Units,4401
2018,Kallang/Whampoa,1-room,Sold Units,0
2018,Kallang/Whampoa,2-room,Rental Units,2024
2018,Kallang/Whampoa,2-room,Sold Units,779
2018,Kallang/Whampoa,3-room,Rental Units,9
2018,Kallang/Whampoa,3-room,Sold Units,14077
2018,Kallang/Whampoa,4-room,Rental Units,0
2018,Kallang/Whampoa,4-room,Sold Units,12318
2018,Kallang/Whampoa,5-room,Rental Units,0
2018,Kallang/Whampoa,5-room,Sold Units,5477
2018,Kallang/Whampoa,Executive,Sold Units,504
2018,Kallang/Whampoa,Studio Apartment,Rental Units,0
2018,Kallang/Whampoa,Studio Apartment,Sold Units,342
2018,Marine Parade,1-room,Rental Units,0
2018,Marine Parade,1-room,Sold Units,0
2018,Marine Parade,2-room,Rental Units,1324
2018,Marine Parade,2-room,Sold Units,26
2018,Marine Parade,3-room,Rental Units,1
2018,Marine Parade,3-room,Sold Units,3034
2018,Marine Parade,4-room,Rental Units,0
2018,Marine Parade,4-room,Sold Units,1798
2018,Marine Parade,5-room,Rental Units,0
2018,Marine Parade,5-room,Sold Units,1678
2018,Marine Parade,Executive,Sold Units,0
2018,Marine Parade,Studio Apartment,Rental Units,0
2018,Marine Parade,Studio Apartment,Sold Units,0
2018,Pasir Ris,1-room,Rental Units,176
2018,Pasir Ris,1-room,Sold Units,0
2018,Pasir Ris,2-room,Rental Units,44
2018,Pasir Ris,2-room,Sold Units,294
2018,Pasir Ris,3-room,Rental Units,1
2018,Pasir Ris,3-room,Sold Units,490
2018,Pasir Ris,4-room,Rental Units,0
2018,Pasir Ris,4-room,Sold Units,11641
2018,Pasir Ris,5-room,Rental Units,0
2018,Pasir Ris,5-room,Sold Units,9379
2018,Pasir Ris,Executive,Sold Units,7460
2018,Pasir Ris,Studio Apartment,Rental Units,0
2018,Pasir Ris,Studio Apartment,Sold Units,169
2018,Punggol,1-room,Rental Units,1366
2018,Punggol,1-room,Sold Units,0
2018,Punggol,2-room,Rental Units,901
2018,Punggol,2-room,Sold Units,1909
2018,Punggol,3-room,Rental Units,0
2018,Punggol,3-room,Sold Units,5187
2018,Punggol,4-room,Rental Units,0
2018,Punggol,4-room,Sold Units,22456
2018,Punggol,5-room,Rental Units,0
2018,Punggol,5-room,Sold Units,16547
2018,Punggol,Executive,Sold Units,1126
2018,Punggol,Studio Apartment,Rental Units,0
2018,Punggol,Studio Apartment,Sold Units,417
2018,Queenstown,1-room,Rental Units,575
2018,Queenstown,1-room,Sold Units,0
2018,Queenstown,2-room,Rental Units,1699
2018,Queenstown,2-room,Sold Units,1677
2018,Queenstown,3-room,Rental Units,48
2018,Queenstown,3-room,Sold Units,14446
2018,Queenstown,4-room,Rental Units,0
2018,Queenstown,4-room,Sold Units,9457
2018,Queenstown,5-room,Rental Units,0
2018,Queenstown,5-room,Sold Units,3976
2018,Queenstown,Executive,Sold Units,355
2018,Queenstown,Studio Apartment,Rental Units,0
2018,Queenstown,Studio Apartment,Sold Units,443
2018,Sembawang,1-room,Rental Units,955
2018,Sembawang,1-room,Sold Units,0
2018,Sembawang,2-room,Rental Units,883
2018,Sembawang,2-room,Sold Units,1675
2018,Sembawang,3-room,Rental Units,0
2018,Sembawang,3-room,Sold Units,1311
2018,Sembawang,4-room,Rental Units,0
2018,Sembawang,4-room,Sold Units,11138
2018,Sembawang,5-room,Rental Units,0
2018,Sembawang,5-room,Sold Units,8518
2018,Sembawang,Executive,Sold Units,2871
2018,Sembawang,Studio Apartment,Rental Units,0
2018,Sembawang,Studio Apartment,Sold Units,0
2018,Sengkang,1-room,Rental Units,685
2018,Sengkang,1-room,Sold Units,0
2018,Sengkang,2-room,Rental Units,391
2018,Sengkang,2-room,Sold Units,1521
2018,Sengkang,3-room,Rental Units,0
2018,Sengkang,3-room,Sold Units,3878
2018,Sengkang,4-room,Rental Units,0
2018,Sengkang,4-room,Sold Units,31274
2018,Sengkang,5-room,Rental Units,0
2018,Sengkang,5-room,Sold Units,24144
2018,Sengkang,Executive,Sold Units,4463
2018,Sengkang,Studio Apartment,Rental Units,0
2018,Sengkang,Studio Apartment,Sold Units,759
2018,Serangoon,1-room,Rental Units,272
2018,Serangoon,1-room,Sold Units,0
2018,Serangoon,2-room,Rental Units,247
2018,Serangoon,2-room,Sold Units,161
2018,Serangoon,3-room,Rental Units,0
2018,Serangoon,3-room,Sold Units,4535
2018,Serangoon,4-room,Rental Units,0
2018,Serangoon,4-room,Sold Units,10231
2018,Serangoon,5-room,Rental Units,0
2018,Serangoon,5-room,Sold Units,3757
2018,Serangoon,Executive,Sold Units,2365
2018,Serangoon,Studio Apartment,Rental Units,0
2018,Serangoon,Studio Apartment,Sold Units,66
2018,Tampines,1-room,Rental Units,1615
2018,Tampines,1-room,Sold Units,0
2018,Tampines,2-room,Rental Units,955
2018,Tampines,2-room,Sold Units,398
2018,Tampines,3-room,Rental Units,14
2018,Tampines,3-room,Sold Units,13828
2018,Tampines,4-room,Rental Units,0
2018,Tampines,4-room,Sold Units,29778
2018,Tampines,5-room,Rental Units,0
2018,Tampines,5-room,Sold Units,17715
2018,Tampines,Executive,Sold Units,5847
2018,Tampines,Studio Apartment,Rental Units,0
2018,Tampines,Studio Apartment,Sold Units,604
2018,Tengah,1-room,Rental Units,0
2018,Tengah,1-room,Sold Units,0
2018,Tengah,2-room,Rental Units,0
2018,Tengah,2-room,Sold Units,0
2018,Tengah,3-room,Rental Units,0
2018,Tengah,3-room,Sold Units,0
2018,Tengah,4-room,Rental Units,0
2018,Tengah,4-room,Sold Units,0
2018,Tengah,5-room,Rental Units,0
2018,Tengah,5-room,Sold Units,0
2018,Tengah,Executive,Sold Units,0
2018,Tengah,Studio Apartment,Rental Units,0
2018,Tengah,Studio Apartment,Sold Units,0
2018,Toa Payoh,1-room,Rental Units,1168
2018,Toa Payoh,1-room,Sold Units,0
2018,Toa Payoh,2-room,Rental Units,2895
2018,Toa Payoh,2-room,Sold Units,913
2018,Toa Payoh,3-room,Rental Units,48
2018,Toa Payoh,3-room,Sold Units,15539
2018,Toa Payoh,4-room,Rental Units,0
2018,Toa Payoh,4-room,Sold Units,10639
2018,Toa Payoh,5-room,Rental Units,0
2018,Toa Payoh,5-room,Sold Units,6020
2018,Toa Payoh,Executive,Sold Units,854
2018,Toa Payoh,Studio Apartment,Rental Units,0
2018,Toa Payoh,Studio Apartment,Sold Units,378
2018,Woodlands,1-room,Rental Units,2274
2018,Woodlands,1-room,Sold Units,0
2018,Woodlands,2-room,Rental Units,1542
2018,Woodlands,2-room,Sold Units,1369
2018,Woodlands,3-room,Rental Units,10
2018,Woodlands,3-room,Sold Units,7049
2018,Woodlands,4-room,Rental Units,96
2018,Woodlands,4-room,Sold Units,29703
2018,Woodlands,5-room,Rental Units,0
2018,Woodlands,5-room,Sold Units,20791
2018,Woodlands,Executive,Sold Units,6191
2018,Woodlands,Studio Apartment,Rental Units,0
2018,Woodlands,Studio Apartment,Sold Units,875
2018,Yishun,1-room,Rental Units,1259
2018,Yishun,1-room,Sold Units,0
2018,Yishun,2-room,Rental Units,932
2018,Yishun,2-room,Sold Units,1580
2018,Yishun,3-room,Rental Units,9
2018,Yishun,3-room,Sold Units,15582
2018,Yishun,4-room,Rental Units,0
2018,Yishun,4-room,Sold Units,30774
2018,Yishun,5-room,Rental Units,0
2018,Yishun,5-room,Sold Units,10413
2018,Yishun,Executive,Sold Units,2741
2018,Yishun,Studio Apartment,Rental Units,0
2018,Yishun,Studio Apartment,Sold Units,774
