flat,mall,mall_dist,num_mall_2km
464 TAMPINES ST 44,Tampines 1,1.2692948344740345,8
48 LOWER DELTA RD,Tiong Bahru Plaza,0.34539843783968494,20
523 BT BATOK ST 52,West Mall,0.8074024990465467,3
333 JURONG EAST AVE 1,West Mall,2.0133078771384603,0
641B PUNGGOL DR,Oasis Terraces,0.5655930099509952,4
610 HOUGANG AVE 8,Hougang 1,0.8657239014839148,7
178A RIVERVALE CRES,Rivervale Mall,0.6788206528577708,5
415 C'WEALTH AVE WEST,321 Clementi,0.74611680482885,7
152 WOODLANDS ST 13,Marsiling Mall,0.6374187228804521,2
224 BISHAN ST 23,Junction 8,0.9734912181740705,4
65 KALLANG BAHRU,Aperia,1.1984796057070473,4
54 KENT RD,Serangoon Plaza,0.7517628749668707,13
819 WOODLANDS ST 82,888 Plaza,0.6793120839979836,5
289G BT BATOK ST 25,West Mall,1.2264371931348217,4
486 SEGAR RD,Fajar Shopping Centre,0.5825628963988755,5
988C BUANGKOK GREEN,Hougang 1,0.566680012417346,5
352 WOODLANDS AVE 1,Causeway Point,0.5188322965797633,3
192 BISHAN ST 13,Junction 8,0.34644265411921826,2
458 HOUGANG AVE 10,Hougang Mall,0.6498931337135168,8
544 CHOA CHU KANG ST 52,Limbang Shopping Centre,0.1748242487770433,7
766 CHOA CHU KANG NTH 5,Yew Tee Point,0.5174427806859909,7
434 TAMPINES ST 43,Tampines 1,0.9025294175734843,7
306 ANG MO KIO AVE 1,AMK Hub,0.5062072623335017,3
502 BEDOK NTH ST 3,Djitsun Mall,0.6023939522580408,5
20 JLN MEMBINA,Tiong Bahru Plaza,0.16629656058959646,3
304 BT BATOK ST 31,West Mall,0.8140548230765148,2
268B BOON LAY DR,Boon Lay Shopping Centre,0.5193431228306541,5
197D BOON LAY DR,Boon Lay Shopping Centre,0.3430650764240031,5
275 BANGKIT RD,Fajar Shopping Centre,0.8983877536855552,6
155 YUNG LOH RD,Taman Jurong Shopping Centre,0.8221891176811403,1
354 KANG CHING RD,Taman Jurong Shopping Centre,0.47976232275461655,3
272B PUNGGOL WALK,Waterway Point,0.4116979103466994,6
310A ANG MO KIO AVE 1,AMK Hub,0.7225196732463345,4
210C PUNGGOL PL,Waterway Point,0.7921392748790724,6
326 SEMBAWANG CRES,Sun Plaza,0.39137184299303324,3
112 ANG MO KIO AVE 4,Broadway Plaza,1.1382633439283851,3
53 LOR 5 TOA PAYOH,HDB Hub,0.7460971338663648,4
98 C'WEALTH CRES,The Star Vista,1.4498547183743602,2
5 MARSILING DR,Marsiling Mall,0.8414442138866745,2
564 PASIR RIS ST 51,White Sands,0.43292925154812933,8
112 ALJUNIED CRES,Paya Lebar Square,0.8514061174821883,4
404 YISHUN AVE 6,Junction 9,1.0196729063091092,3
854 JURONG WEST ST 81,Gek Poh Shopping Centre,0.29132635026125236,4
123 GEYLANG EAST CTRL,Paya Lebar Square,0.7948334504611834,4
55 JLN BAHAGIA,Zhongshan Mall,1.1318131428596478,7
169A PUNGGOL FIELD,Punggol Plaza,0.1895998546521913,5
34 KIM CHENG ST,Tiong Bahru Plaza,0.522335915588648,13
335 BT BATOK ST 32,Keat Hong Shopping Centre,1.483869495998802,5
622 JURONG WEST ST 61,Pioneer Mall,0.23900750122463998,4
222 SIMEI ST 4,Eastpoint Mall,0.45091672402112776,6
52 LENGKOK BAHRU,Anchorpoint,0.8632284332489787,5
46 STIRLING RD,Anchorpoint,1.1432343314228586,5
259A COMPASSVALE RD,Compass One,0.27955886396899454,7
602C PUNGGOL CTRL,Oasis Terraces,0.6704900012337462,5
273C COMPASSVALE LINK,Rivervale Plaza,0.8220654108750953,8
289 YISHUN AVE 6,Junction 9,0.8773833182052321,4
424 CLEMENTI AVE 1,321 Clementi,0.6750295616515372,5
552 JURONG WEST ST 42,Boon Lay Shopping Centre,0.9188134494302775,2
130 CLARENCE LANE,Anchorpoint,1.1090546001578343,6
503 SERANGOON NTH AVE 4,Hougang 1,0.3730010803634994,7
627 ANG MO KIO AVE 9,Broadway Plaza,1.2085991575299408,2
472 TAMPINES ST 44,Tampines 1,1.1108699054129656,8
111 WHAMPOA RD,Zhongshan Mall,1.008853004954649,7
511 SERANGOON NTH AVE 4,Hougang 1,0.651602267389124,6
330 SEMBAWANG CL,Sun Plaza,0.24174682424831492,4
690D CHOA CHU KANG CRES,Yew Tee Square,0.6964334997503122,3
894A TAMPINES ST 81,Our Tampines Hub,1.1421535571014476,4
268 YISHUN ST 22,Junction 9,0.518213883752901,4
552 PASIR RIS ST 51,White Sands,0.6297066705699698,7
367 WOODLANDS AVE 5,Causeway Point,0.29084877399792375,5
689B WOODLANDS DR 75,Admiralty Place,0.8932775974212231,5
168 BEDOK STH AVE 3,East Village,1.311751557715565,5
723 YISHUN ST 71,Northpoint City,0.7386345275602241,5
276B JURONG WEST AVE 3,Gek Poh Shopping Centre,0.8100627448671549,4
337 CLEMENTI AVE 2,Grantral Mall,0.4902673195697078,5
544 JURONG WEST ST 42,Boon Lay Shopping Centre,0.7595180026731765,3
638 CHOA CHU KANG ST 64,Yew Tee Square,0.14575736447749377,4
576 ANG MO KIO AVE 10,AMK Hub,0.74279930423098,2
31 MARINE CRES,112 Katong,0.7225667162345506,7
232 YISHUN ST 21,Junction 9,0.49760840047861854,5
668 HOUGANG AVE 8,Hougang 1,0.5194307552736335,6
301A PUNGGOL CTRL,Waterway Point,0.5051277450782385,5
194 RIVERVALE DR,Rivervale Mall,0.3234824059849625,6
862 TAMPINES ST 83,Our Tampines Hub,0.514353589249391,4
170 ANG MO KIO AVE 4,Broadway Plaza,1.0861947391449276,2
535 BEDOK NTH ST 3,Djitsun Mall,1.004370379053928,4
325 SEMBAWANG CRES,Sun Plaza,0.4200509944956732,4
160 PASIR RIS ST 13,Loyang Point,0.3492584608289943,3
290C COMPASSVALE CRES,Compass One,0.6142210425953435,6
172B EDGEDALE PLAINS,Punggol Plaza,0.2144215408024392,6
313 SEMBAWANG DR,Sembawang Shopping Centre,0.45256239724704656,3
318 JURONG EAST ST 31,Taman Jurong Shopping Centre,1.7954929009848801,2
848 JURONG WEST ST 81,Pioneer Mall,0.7191233906242986,3
477 JURONG WEST ST 41,Boon Lay Shopping Centre,1.4116570770098902,2
105 DEPOT RD,IMM,0.8382044787550587,6
760 PASIR RIS ST 71,Elias Mall,0.9704357870468613,2
224 TAMPINES ST 23,Tampines 1,0.9363481344065758,7
887A TAMPINES ST 81,Our Tampines Hub,1.093377477761478,4
743 JURONG WEST ST 73,Gek Poh Shopping Centre,0.18880677138439772,4
515B TAMPINES CTRL 7,Our Tampines Hub,0.4916376060842769,4
309 CLEMENTI AVE 4,The Clementi Mall,0.63249091551367,5
637 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),1.6908048515104124,3
719 TAMPINES ST 72,Our Tampines Hub,0.836953283047328,4
685 RACE COURSE RD,City Square Mall,0.2796322978063865,14
647 PASIR RIS DR 10,Elias Mall,0.3214507178952334,3
554 HOUGANG ST 51,Hougang Green Shopping Mall,0.21379149498979533,7
473 JURONG WEST ST 41,Boon Lay Shopping Centre,1.1738777393873154,2
764 JURONG WEST ST 74,Gek Poh Shopping Centre,0.07413373600866248,4
281A SENGKANG EAST AVE,Compass One,0.764990654171986,9
414 TAMPINES ST 41,Tampines 1,0.6268270504468766,5
327B ANCHORVALE RD,Compass One,0.8082040718187276,7
178B RIVERVALE CRES,Punggol Plaza,0.7041079617919898,5
351 UBI AVE 1,Singapore Post Centre (Singpost Centre),0.9874073041536949,4
688 JURONG WEST CTRL 1,Jurong Point,0.23530584166242782,5
163 WOODLANDS ST 13,Marsiling Mall,0.6437703274990257,2
220B BEDOK CTRL,Bedok Point,0.23102537245689606,5
265E COMPASSVALE BOW,Rivervale Plaza,0.69325218028242,7
236 BISHAN ST 22,Junction 8,0.9894142802997369,4
46 JLN BAHAGIA,Zhongshan Mall,1.1564238033101908,7
431 TAMPINES ST 41,Tampines 1,0.85172590489829,7
806 HOUGANG CTRL,The Midtown,0.13223172128760816,6
462 CHOA CHU KANG AVE 4,Sunshine Place,0.4237006391253648,5
343 BT BATOK ST 34,West Mall,1.3489563589500513,4
899A WOODLANDS DR 50,888 Plaza,0.1466191351005703,5
337 WOODLANDS AVE 1,Marsiling Mall,0.38067733115450497,3
326 YISHUN RING RD,Junction 9,0.39606417277360345,3
522A TAMPINES CTRL 7,Our Tampines Hub,0.5840894315675107,4
132 RIVERVALE ST,Rivervale Mall,0.2643173154950118,6
231 TAMPINES ST 21,Tampines 1,0.482779745729032,6
222 JURONG EAST ST 21,JCube,0.9726654494150099,6
413 BT BATOK WEST AVE 4,West Mall,1.5035305857570196,5
405 ANG MO KIO AVE 10,AMK Hub,1.04752516693316,3
520 WEST COAST RD,321 Clementi,0.8018574156151387,5
650 JLN TENAGA,Singapore Post Centre (Singpost Centre),2.023978129253404,0
195B PUNGGOL RD,Waterway Point,0.7319646404405264,6
320 TAMPINES ST 33,Eastpoint Mall,1.000697760910299,7
214 LOR 8 TOA PAYOH,Junction 8,1.1345779207809032,3
158 SIMEI RD,Eastpoint Mall,0.7497855793237861,5
849 WOODLANDS ST 82,888 Plaza,0.5851387146278919,5
412 TAMPINES ST 41,Tampines 1,0.5750295000072896,5
457 HOUGANG AVE 10,Hougang Mall,0.5619840220386482,8
467 ANG MO KIO AVE 10,AMK Hub,1.0266081912154377,3
112 HOUGANG AVE 1,Heartland Mall,0.680498559092703,4
121 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),2.1819959346614124,0
158B RIVERVALE CRES,Rivervale Mall,0.48686092986707175,5
752 PASIR RIS ST 71,Elias Mall,0.8282596781958543,2
7 HOUGANG AVE 3,The Midtown,0.9192295994902838,5
664 YISHUN AVE 4,Wisteria Mall,0.24399769631555862,3
746 WOODLANDS CIRCLE,Woodlands Mart,0.470895974911515,5
14 TOH YI DR,Beauty World Plaza,0.5118170744022436,3
203E COMPASSVALE RD,Compass One,0.4667729863607711,7
672B KLANG LANE,Serangoon Plaza,0.3203818794122367,27
406 ANG MO KIO AVE 10,AMK Hub,1.0139891673342765,3
460 HOUGANG AVE 10,Hougang Mall,0.13607177019840386,7
18 CANTONMENT CL,100 AM,0.45745874175469975,9
52 LOR 6 TOA PAYOH,HDB Hub,0.9004901740090084,4
508 BEDOK NTH AVE 3,Djitsun Mall,0.8747548667299622,5
759 PASIR RIS ST 71,Elias Mall,1.0527629640770073,2
954 HOUGANG AVE 9,Hougang 1,0.19229734332073103,6
369 WOODLANDS AVE 1,Causeway Point,0.33277514052020635,5
371 BT BATOK ST 31,West Mall,1.0200684238931592,3
159 JLN TECK WHYE,Junction 10,0.40048794427325274,10
663A YISHUN AVE 4,Wisteria Mall,0.29253620304408856,3
151 SERANGOON NTH AVE 2,Hougang 1,0.9011091314252203,5
469 ADMIRALTY DR,Sun Plaza,0.6044708596786749,5
288E JURONG EAST ST 21,Westgate,0.6768450949354065,5
307 SHUNFU RD,Thomson Plaza,1.031347714431331,2
552 BEDOK NTH AVE 1,Djitsun Mall,0.6789770309560563,4
159 HOUGANG ST 11,Upper Serangoon Shopping Centre,0.23786255166139325,3
706 HOUGANG AVE 2,Heartland Mall,0.8081202310810456,6
124 LOR 1 TOA PAYOH,HDB Hub,0.7646696479085058,5
202 JURONG EAST ST 21,Westgate,0.27422997899831464,5
601D PUNGGOL CTRL,Oasis Terraces,0.6046262761337163,5
664B PUNGGOL DR,Oasis Terraces,0.5836386952462199,4
210A COMPASSVALE LANE,Rivervale Plaza,0.20409713859396122,7
181A BOON LAY DR,Boon Lay Shopping Centre,0.5325155387273856,4
651A JURONG WEST ST 61,Pioneer Mall,0.510058269771552,4
844 SIMS AVE,Singapore Post Centre (Singpost Centre),0.7322614698820958,11
637 JURONG WEST ST 61,Pioneer Mall,0.1057923007625994,4
633B PUNGGOL DR,Oasis Terraces,0.15685351081980323,4
787B WOODLANDS CRES,Woodlands Mart,0.3183350853154972,4
740 TAMPINES ST 72,Our Tampines Hub,1.1316065402781335,4
43 SIMS DR,Kallang Wave Mall,1.533076751567853,6
254 CHOA CHU KANG AVE 2,Keat Hong Shopping Centre,0.1027755206892492,6
253 HOUGANG AVE 3,Heartland Mall,0.789298101452524,4
8 TECK WHYE AVE,Teck Whye Shopping Centre,0.2547310080135832,10
123 BEDOK RESERVOIR RD,Djitsun Mall,2.2473274479102803,0
687B WOODLANDS DR 75,Admiralty Place,0.6374798305297077,5
128 MARSILING RISE,Marsiling Mall,0.4453646921829464,3
353B ADMIRALTY DR,Sun Plaza,0.21504839541075324,3
511 ANG MO KIO AVE 8,AMK Hub,0.4982710555734759,2
60 NEW UPP CHANGI RD,Bedok Point,1.0200776675720267,5
186C RIVERVALE DR,Rivervale Mall,0.0975855778682879,6
307C ANCHORVALE RD,Buangkok Square,0.8679587359806576,8
122 YUAN CHING RD,Taman Jurong Shopping Centre,0.39927204761236496,4
61B STRATHMORE AVE,Anchorpoint,0.8848018729344294,5
508 PASIR RIS ST 52,Elias Mall,0.36651948711756743,3
845 WOODLANDS ST 82,888 Plaza,0.6934837062282856,5
654 SENJA RD,Greenridge Shopping Centre,0.3478656158261762,6
1 ROCHOR RD,Sim Lim Square,0.02163861808205573,29
541 HOUGANG AVE 8,Hougang Green Shopping Mall,0.43318485639981874,7
446 HOUGANG AVE 8,Hougang Mall,0.7055754012540177,8
536 JELAPANG RD,Greenridge Shopping Centre,0.3048905683950654,6
548 SERANGOON NTH AVE 3,Hougang 1,1.0177233869524622,3
47 HOLLAND DR,The Star Vista,0.47384704184465604,2
988A BUANGKOK GREEN,Hougang 1,0.48543567207301036,6
22 TIONG BAHRU RD,Tiong Bahru Plaza,0.51390063480205,16
139 JLN BT MERAH,Tiong Bahru Plaza,0.8184961629293029,7
349 JURONG EAST AVE 1,JCube,1.577373424559421,4
776 WOODLANDS CRES,Woodlands Mart,0.3215982373303633,3
120 ANG MO KIO AVE 3,Broadway Plaza,0.2591989048788186,2
319C ANCHORVALE DR,Compass One,0.5016646395171145,6
128 BISHAN ST 12,Junction 8,0.5052905772111972,2
130 LOR AH SOO,Upper Serangoon Shopping Centre,0.8866875146859187,3
949 JURONG WEST ST 91,Pioneer Mall,0.6247738980338567,3
685C WOODLANDS DR 73,Admiralty Place,0.48769357244533873,4
845 JURONG WEST ST 81,Pioneer Mall,0.6643394373588012,3
710 HOUGANG AVE 2,Heartland Mall,0.843979928485408,6
703 JURONG WEST ST 71,Pioneer Mall,0.13227158654865218,4
793 WOODLANDS AVE 6,Admiralty Place,0.30182737222978673,5
2 MARSILING DR,Marsiling Mall,0.7875359347137704,2
619D PUNGGOL DR,Oasis Terraces,0.2502420626093714,4
154 PASIR RIS ST 13,Loyang Point,0.3841500265624284,3
272D JURONG WEST ST 24,Gek Poh Shopping Centre,0.7330750176673917,4
372 HOUGANG ST 31,Heartland Mall,0.7017093443261823,6
11 GHIM MOH RD,The Star Vista,0.46400701745764567,2
362 YUNG AN RD,Taman Jurong Shopping Centre,0.16904179964748475,3
6 REDHILL CL,Tiong Bahru Plaza,1.1494544934475954,6
317 WOODLANDS ST 31,Marsiling Mall,0.42639432284005013,2
401 SIN MING AVE,Thomson Plaza,0.9587924181358959,3
103 DEPOT RD,IMM,0.8321530250097128,6
872 TAMPINES ST 84,Our Tampines Hub,0.9534263644520399,4
2A UPP BOON KENG RD,Aperia,0.9742211597379654,5
135 BISHAN ST 12,Junction 8,0.6971145994378939,2
243 SIMEI ST 5,Eastpoint Mall,0.25365451355383783,7
249 BT BATOK EAST AVE 5,West Mall,0.840691592708016,3
138 RIVERVALE ST,Rivervale Mall,0.39578516672774694,6
351A CANBERRA RD,Sun Plaza,0.2530057429938949,3
224 JURONG EAST ST 21,JCube,1.01318890438299,6
168 HOUGANG AVE 1,Heartland Mall,0.9522758197923292,3
321C ANCHORVALE DR,Compass One,0.4097100333521165,6
424 BEDOK NTH AVE 1,Djitsun Mall,0.3525009325512951,4
155 BEDOK STH AVE 3,East Village,1.4602324899069017,3
421 PASIR RIS DR 6,White Sands,0.5882981636546921,4
242 SIMEI ST 5,Eastpoint Mall,0.1393795994556446,7
14 JLN BT MERAH,Alexandra Central,0.25257513119320907,5
610 WOODLANDS AVE 4,888 Plaza,0.22666155033453708,5
302 CLEMENTI AVE 4,The Clementi Mall,0.6912318017157464,5
825 JURONG WEST ST 81,Gek Poh Shopping Centre,0.6309894606920334,3
770 WOODLANDS DR 60,Woodlands Mart,0.11058666549962631,4
425 BT BATOK WEST AVE 2,West Mall,1.354985680297114,3
302A PUNGGOL PL,Waterway Point,0.33061883355538946,5
549 WOODLANDS DR 44,888 Plaza,0.5977575017564895,5
454 PASIR RIS DR 6,Downtown East,0.7366668174327242,4
505 JELAPANG RD,Greenridge Shopping Centre,0.19636552560504814,6
87 CIRCUIT RD,Paya Lebar Square,0.9227704263584646,4
491E TAMPINES ST 45,Loyang Point,1.1284083010848371,7
463 CHOA CHU KANG AVE 4,Sunshine Place,0.40421591198742834,5
485D CHOA CHU KANG AVE 5,Sunshine Place,0.29839625814021314,5
470C FERNVALE LINK,The Seletar Mall,0.6874490775883484,4
79D TOA PAYOH CTRL,HDB Hub,0.35712207419480635,6
787D WOODLANDS CRES,Woodlands Mart,0.4017039650873651,3
45 LENGKOK BAHRU,Alexandra Central,0.8070088404015185,6
388 BT BATOK WEST AVE 5,HillV2,1.3513842438399049,7
301B ANCHORVALE DR,Compass One,0.5306605477074859,8
800 YISHUN RING RD,Wisteria Mall,1.0187705697211316,3
643 WOODLANDS RING RD,Admiralty Place,0.24410150671756414,4
451 CHOA CHU KANG AVE 4,Sunshine Place,0.4437723915757727,5
245 BT PANJANG RING RD,Fajar Shopping Centre,0.40352749627914786,5
518B TAMPINES CTRL 7,Our Tampines Hub,0.43525925668612486,4
226 BT BATOK CTRL,West Mall,0.489339496749322,3
214 SERANGOON AVE 4,Upper Serangoon Shopping Centre,0.7174210509529485,3
943 HOUGANG ST 92,Hougang 1,0.23417527099549756,7
56 GEYLANG BAHRU,Aperia,1.6065781013333393,2
215 JURONG EAST ST 21,JCube,0.7635015336318088,5
644 PASIR RIS DR 10,Elias Mall,0.4947362422553136,3
682A WOODLANDS DR 62,Admiralty Place,0.17312759782067466,4
85 WHAMPOA DR,Zhongshan Mall,1.1927449911517007,9
249 PASIR RIS ST 21,Loyang Point,0.4332962781757653,3
15 TOH YI DR,Beauty World Plaza,0.5468176401998155,3
498H TAMPINES ST 45,Loyang Point,0.8779475478689434,6
311D ANCHORVALE LANE,Buangkok Square,0.8996324224705623,6
503 PASIR RIS ST 52,Elias Mall,0.5011944037005659,3
128 SIMEI ST 1,Eastpoint Mall,0.5166948594481204,7
441B CLEMENTI AVE 3,The Clementi Mall,0.06839475345245528,5
156 ANG MO KIO AVE 4,Broadway Plaza,0.7775750617985437,2
206 TAMPINES ST 21,Tampines Mall,0.8730217746850986,5
652 SENJA LINK,Greenridge Shopping Centre,0.34795789628685136,6
348 JURONG EAST AVE 1,Taman Jurong Shopping Centre,1.5966051879565382,4
863 TAMPINES ST 83,Our Tampines Hub,0.6382270764051267,4
101 JLN RAJAH,Zhongshan Mall,0.485345369509243,5
441B FERNVALE RD,The Seletar Mall,0.15476635368178734,5
527B PASIR RIS ST 51,White Sands,0.4395543754241621,8
30 KELANTAN RD,Sim Lim Square,0.5214102472365664,23
353 BT BATOK ST 34,West Mall,1.2812089485298817,3
246 YISHUN AVE 9,Junction 9,0.2579696804657345,4
136 SIMEI ST 1,Eastpoint Mall,0.6943667879970021,6
18 TOH YI DR,Beauty World Plaza,0.4214784335020133,3
828 WOODLANDS ST 81,Causeway Point,0.5841827442809971,5
485B CHOA CHU KANG AVE 5,Sunshine Place,0.39851284739715204,4
152 SERANGOON NTH AVE 1,Hougang 1,1.0330449713080128,4
321 TAMPINES ST 33,Eastpoint Mall,1.0243062059165937,7
6 MARSILING DR,Marsiling Mall,1.0190980246366375,2
103 BEDOK NTH AVE 4,East Village,0.9857414179666749,5
690C WOODLANDS DR 75,Admiralty Place,0.7692851671055538,5
313 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.517271507989271,4
127 BEDOK RESERVOIR RD,Djitsun Mall,2.184636248059039,0
350 WOODLANDS AVE 3,Marsiling Mall,0.28589965691661495,3
359C ADMIRALTY DR,Sun Plaza,0.5376564365963573,5
624B WOODLANDS DR 52,888 Plaza,0.5799054692411763,4
788E WOODLANDS CRES,Woodlands Mart,0.48412139239288826,4
184 STIRLING RD,Anchorpoint,0.7487905734669607,3
152 PASIR RIS ST 13,Loyang Point,0.3979580191978314,3
604B PUNGGOL RD,Waterway Point,0.620041766160196,5
737 PASIR RIS DR 10,Elias Mall,0.5654437493373878,3
303A PUNGGOL CTRL,Waterway Point,0.4894480375290058,5
102 BT BATOK WEST AVE 6,West Mall,0.3672116520332012,5
333 ANG MO KIO AVE 1,AMK Hub,0.9592359336022926,3
287 TAMPINES ST 22,Eastpoint Mall,0.7401556312898863,6
74 WHAMPOA DR,Zhongshan Mall,1.2735466876508708,8
274D PUNGGOL PL,Waterway Point,0.3800739721866699,6
110C PUNGGOL FIELD,Punggol Plaza,0.35386546345034875,6
348A YISHUN AVE 11,Northpoint City,0.579926811396812,3
912 TAMPINES ST 91,Our Tampines Hub,0.4425445787482381,5
893B WOODLANDS DR 50,Causeway Point,0.4348575902373402,5
424 WOODLANDS ST 41,Marsiling Mall,0.8768091331842989,2
575 WOODLANDS DR 16,888 Plaza,0.6920071757150357,5
19 MARSILING LANE,Marsiling Mall,1.1142122388160485,2
230 PASIR RIS ST 21,Loyang Point,0.8087307313517127,3
723 JURONG WEST AVE 5,Pioneer Mall,0.3419526559379253,4
127 BT BATOK WEST AVE 6,West Mall,0.37604129056746577,2
421 CLEMENTI AVE 1,321 Clementi,0.49753023175365657,5
109 ANG MO KIO AVE 4,Broadway Plaza,0.944307870322724,3
483 ADMIRALTY LINK,Sun Plaza,0.9670027660908639,2
244 SERANGOON AVE 2,NEX,0.40053739803672034,3
665 YISHUN AVE 4,Wisteria Mall,0.21059046691944613,3
46 JLN BT HO SWEE,Tiong Bahru Plaza,0.23114905347351786,16
537 BT PANJANG RING RD,Greenridge Shopping Centre,0.3934352511759411,7
132 EDGEDALE PLAINS,Punggol Plaza,0.28187226704332946,6
701 WEST COAST RD,321 Clementi,0.631725400151915,5
185 BISHAN ST 13,Junction 8,0.4499060144715926,1
498G TAMPINES ST 45,Loyang Point,0.8559486370553627,6
540 PASIR RIS ST 51,White Sands,0.3474863324700436,6
286A TOH GUAN RD,Westgate,0.575850320953539,5
679 HOUGANG AVE 8,Hougang 1,0.7504765706748856,6
473 CHOA CHU KANG AVE 3,Sunshine Place,0.215041550669904,5
512 PASIR RIS ST 52,Elias Mall,0.40099051481813464,3
614 ELIAS RD,Elias Mall,0.32396241611102855,3
190B RIVERVALE DR,Rivervale Mall,0.31689399655296685,6
701 TAMPINES ST 71,Our Tampines Hub,0.5642701820606331,4
60 JLN BAHAGIA,Zhongshan Mall,1.1813884166088933,7
187 PUNGGOL CTRL,Oasis Terraces,0.5050223870953537,6
405 PANDAN GDNS,Big Box,1.490996242319083,7
46 LENGKOK BAHRU,Alexandra Central,0.8125174273943578,6
444 ANG MO KIO AVE 10,AMK Hub,0.8482690108403833,3
4 JLN BATU,Leisure Park Kallang,0.8470227009857032,5
201 BT BATOK ST 21,West Mall,0.49428021762179547,5
128D PUNGGOL FIELD WALK,Punggol Plaza,0.17559761791999512,6
138 BT BATOK WEST AVE 6,West Mall,0.5071777929487333,4
748 YISHUN ST 72,Northpoint City,0.2980848104707199,5
628 JURONG WEST ST 65,Pioneer Mall,0.2785302149253708,4
314 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.5172902195794438,4
102 TAMPINES ST 11,Century Square,0.6534266194910759,6
237 BT BATOK EAST AVE 5,West Mall,0.7035340604380327,3
81 LOR 4 TOA PAYOH,HDB Hub,0.5153504330600093,6
310 BT BATOK ST 32,West Mall,1.0453250666671112,2
125 BT BATOK CTRL,West Mall,0.2552455136933777,2
170 YISHUN AVE 7,Canberra Plaza,0.7247861926363014,5
441C FERNVALE RD,The Seletar Mall,0.16897056013332493,4
611 BEDOK RESERVOIR RD,Djitsun Mall,1.6980145261933457,3
407 SEMBAWANG DR,Sun Plaza,0.6348934746873238,3
335 SEMBAWANG CL,Sun Plaza,0.508823067676487,5
409 BT BATOK WEST AVE 4,Keat Hong Shopping Centre,1.4408708003669082,4
9 PINE CL,Leisure Park Kallang,1.0325088740508237,6
580 HOUGANG AVE 4,Hougang Green Shopping Mall,0.12214964962735109,8
217 CHOA CHU KANG CTRL,Lot One,0.24298407143800482,9
181 BT BATOK WEST AVE 8,West Mall,0.8004572779994318,5
257 TAMPINES ST 21,Tampines 1,0.5376306114278812,5
313B ANCHORVALE RD,Compass One,0.7797736668954934,7
603B PUNGGOL RD,Oasis Terraces,0.5542038148245958,5
672A JURONG WEST ST 65,Pioneer Mall,0.4958654346246504,4
425 ANG MO KIO AVE 3,AMK Hub,0.36470992977579464,2
914 HOUGANG ST 91,Hougang Green Shopping Mall,0.46961878188374834,8
511 HOUGANG AVE 10,Hougang Mall,0.5573152529386469,6
679C JURONG WEST CTRL 1,Jurong Point,0.4954451679074993,5
447 TAMPINES ST 42,Tampines 1,0.6829536412380833,7
304 JURONG EAST ST 32,JCube,1.4491588985118493,6
226 LOR 8 TOA PAYOH,HDB Hub,1.3741896512174623,3
618 BEDOK RESERVOIR RD,Djitsun Mall,1.5967064927786867,4
104 TECK WHYE LANE,Teck Whye Shopping Centre,0.3310713833131824,10
469A SENGKANG WEST WAY,The Seletar Mall,0.5460074580299478,4
718 PASIR RIS ST 72,Elias Mall,0.7577880147641238,2
805 YISHUN RING RD,Wisteria Mall,1.0755010051280258,2
115B YISHUN RING RD,Sembawang Shopping Centre,0.9625994970121603,5
37 CAMBRIDGE RD,Velocity,0.6755179603119761,14
469 SEGAR RD,Fajar Shopping Centre,0.4975487328609503,5
988B JURONG WEST ST 93,Pioneer Mall,0.6125680685237851,3
