flat,mall,mall_dist,num_mall_2km
203A PUNGGOL FIELD,Rivervale Mall,0.7006916569154067,6
10A BOON TIONG RD,Tiong Bahru Plaza,0.27493930256522403,14
729 TAMPINES ST 71,Our Tampines Hub,0.8330328547700302,4
593B MONTREAL LINK,Canberra Plaza,0.9311224779791762,3
987D JURONG WEST ST 93,Pioneer Mall,0.5817087336451783,3
313 BT BATOK ST 32,West Mall,1.1210181789268354,3
577 WOODLANDS DR 16,888 Plaza,0.6962355251833575,5
64 TEBAN GDNS RD,Big Box,1.287744276162331,4
44 TEBAN GDNS RD,Big Box,1.278231651407698,4
533 WOODLANDS DR 14,888 Plaza,0.8111294481899307,5
127 GEYLANG EAST AVE 1,Paya Lebar Square,0.5433355628341844,4
148 YISHUN ST 11,Northpoint City,0.5931551067442989,5
176B EDGEFIELD PLAINS,Punggol Plaza,0.6935508934200273,6
319 ANG MO KIO AVE 1,AMK Hub,0.48870119743338414,3
709 YISHUN AVE 5,Northpoint City,0.9281164134406533,5
699B HOUGANG ST 52,Hougang Green Shopping Mall,0.29307742890243477,8
558 JURONG WEST ST 42,Boon Lay Shopping Centre,1.0210017861924434,1
125 RIVERVALE ST,Rivervale Mall,0.3926448022374823,7
820 YISHUN ST 81,Wisteria Mall,0.9828864109260714,2
682B WOODLANDS DR 62,Admiralty Place,0.22899457010599342,4
508 ANG MO KIO AVE 8,Broadway Plaza,0.39700680748339456,2
763 YISHUN ST 72,Northpoint City,0.3479773122016769,3
789 WOODLANDS AVE 6,Admiralty Place,0.38746648054838767,5
288B BT BATOK ST 25,West Mall,1.3591517698707987,5
474 SEGAR RD,Fajar Shopping Centre,0.5336115017665746,5
572B WOODLANDS AVE 1,Causeway Point,0.6371776560979459,5
127 RIVERVALE ST,Rivervale Mall,0.3089819044757514,6
243 JURONG EAST ST 24,Westgate,0.8617468793511331,5
241 TAMPINES ST 21,Tampines 1,0.2221971802754321,6
303 TAMPINES ST 32,Eastpoint Mall,1.0858983193292644,6
459 CLEMENTI AVE 3,321 Clementi,0.24753308997018866,5
895A WOODLANDS DR 50,888 Plaza,0.4388809875121006,5
131 CHOA CHU KANG AVE 1,Teck Whye Shopping Centre,0.23183099887794373,11
232 LOR 8 TOA PAYOH,HDB Hub,1.4384131266143265,3
631 HOUGANG AVE 8,Hougang 1,0.6063679185603907,7
105 HENDERSON CRES,Tiong Bahru Plaza,0.6759034978446176,11
621 HOUGANG AVE 8,Hougang 1,0.7600621351043043,7
633 WOODLANDS RING RD,Admiralty Place,0.4789909092402283,4
334 UBI AVE 1,Singapore Post Centre (Singpost Centre),1.2434039017918397,4
204A PUNGGOL FIELD,Rivervale Mall,0.7460165570338784,6
55 MARINE TER,112 Katong,0.9918444260125944,7
12 PINE CL,Leisure Park Kallang,0.9398545415465919,6
158 LOR 1 TOA PAYOH,HDB Hub,0.23334528861516968,5
440 CHOA CHU KANG AVE 4,Sunshine Place,0.615608873995452,7
110 LOR 1 TOA PAYOH,Junction 8,0.9798945399383376,4
708 WOODLANDS DR 70,888 Plaza,0.3979515304760804,4
311B ANCHORVALE LANE,Buangkok Square,0.8219029172186445,6
687C WOODLANDS DR 75,Admiralty Place,0.5526176673210781,4
243 SERANGOON AVE 2,NEX,0.41717054163525763,3
34 TANGLIN HALT RD,Queensway Shopping Centre,1.1602538358933916,5
775 YISHUN RING RD,Northpoint City,0.7531023110215123,3
145 WOODLANDS ST 13,Marsiling Mall,0.7787627146978152,2
606 ANG MO KIO AVE 5,Broadway Plaza,1.3133395681227145,2
228 PENDING RD,Bukit Panjang Plaza,0.8950462542596394,7
518 SERANGOON NTH AVE 4,Hougang 1,0.7432181108485729,5
272D PUNGGOL WALK,Waterway Point,0.45357024215269126,6
156 RIVERVALE CRES,Rivervale Mall,0.3509581617277808,6
126B EDGEDALE PLAINS,Punggol Plaza,0.21200134176294017,6
419 PASIR RIS DR 6,White Sands,0.5652180006902319,4
656D JURONG WEST ST 61,Pioneer Mall,0.7403284755779003,4
264B COMPASSVALE BOW,Rivervale Plaza,0.7434770737885638,7
242 HOUGANG ST 22,Heartland Mall,0.8145379164633473,4
896A WOODLANDS DR 50,888 Plaza,0.2574109107007495,5
467 PASIR RIS DR 6,Downtown East,0.5233820161554036,4
303B ANCHORVALE LINK,Compass One,0.7699217051234164,9
127 PENDING RD,Bukit Panjang Plaza,0.6699206795978238,7
509 WEST COAST DR,321 Clementi,0.4491722026339894,5
945 HOUGANG ST 92,Hougang 1,0.23656440626410805,8
47 JLN TIGA,City Plaza,1.1479469034825918,7
238 COMPASSVALE WALK,Compass One,0.44892918092073464,6
209B COMPASSVALE LANE,Rivervale Plaza,0.3798881683554057,8
121A RIVERVALE DR,Rivervale Plaza,0.3912676210559276,5
202 CHOA CHU KANG AVE 1,Teck Whye Shopping Centre,0.38806246194561334,11
348B YISHUN AVE 11,Junction 9,0.6376297151171376,3
147 GANGSA RD,Hillion Mall,0.3878855748934902,7
663D JURONG WEST ST 65,Jurong Point,0.48826315070362436,4
420 SERANGOON CTRL,NEX,0.39967659288307866,3
452 FAJAR RD,Fajar Shopping Centre,0.20674349137312445,5
722 TAMPINES ST 72,Our Tampines Hub,0.9339344061176709,4
150 BEDOK RESERVOIR RD,Djitsun Mall,2.190506345900641,0
530 SERANGOON NTH AVE 4,Hougang 1,0.8171967056639894,4
790 CHOA CHU KANG NTH 6,Yew Tee Point,0.3662204833063883,5
31 TANGLIN HALT RD,Anchorpoint,1.3400562767288977,5
159 TAMPINES ST 12,Tampines Mall,0.22647360308575,5
112 SIMEI ST 1,Eastpoint Mall,0.39518199205890947,7
408C FERNVALE RD,The Seletar Mall,0.24369704572856632,5
63 TELOK BLANGAH HTS,IMM,0.1945671133702113,7
5 JLN BATU,Leisure Park Kallang,0.8478365896949106,4
314 WOODLANDS ST 31,Marsiling Mall,0.48267014426698157,2
211 NEW UPP CHANGI RD,Bedok Point,0.09019719833912554,5
519 PASIR RIS ST 52,White Sands,0.5468175059570864,3
468B ADMIRALTY DR,Sun Plaza,0.6272595841128306,5
666 CHOA CHU KANG CRES,Yew Tee Square,0.5791841788664456,4
123 HOUGANG AVE 1,Heartland Mall,0.6920062410420698,3
44 SIMS DR,Kallang Wave Mall,1.4452889331288556,6
16 HOUGANG AVE 3,Heartland Mall,0.7477966980195911,6
166 HOUGANG AVE 1,Heartland Mall,0.9847621913809651,3
439 ANG MO KIO AVE 10,AMK Hub,0.6551237295580821,3
120A KIM TIAN PL,Tiong Bahru Plaza,0.36489615218142096,5
860A TAMPINES AVE 5,Our Tampines Hub,0.35769110157282547,4
229 PENDING RD,Bukit Panjang Plaza,0.9653549453434594,7
641 YISHUN ST 61,Wisteria Mall,0.46241430994269095,3
804 CHAI CHEE RD,Bedok Mall,0.8231851555921035,4
129 BT BATOK WEST AVE 6,West Mall,0.36005393854210405,2
869B TAMPINES AVE 8,Our Tampines Hub,0.9263632455999372,4
635 YISHUN ST 61,Wisteria Mall,0.2860320522298956,3
736 YISHUN ST 72,Northpoint City,0.48622307598449577,5
233 ANG MO KIO AVE 3,Broadway Plaza,1.1363022242504381,3
237 CHOA CHU KANG CTRL,Teck Whye Shopping Centre,0.4695838244968988,9
126 PENDING RD,Bukit Panjang Plaza,0.7647518330974425,6
708 PASIR RIS DR 10,Elias Mall,0.44235423468869156,3
623 SENJA RD,Greenridge Shopping Centre,0.4584265864923261,7
316 WOODLANDS ST 31,Marsiling Mall,0.43702745265661647,2
104 TAMPINES ST 11,Tampines Mall,0.632498874011941,6
357B ADMIRALTY DR,Sun Plaza,0.32662480857542575,3
561 PASIR RIS ST 51,White Sands,0.6083611217443496,8
744 JURONG WEST ST 73,Gek Poh Shopping Centre,0.22583090413925705,4
711 TAMPINES ST 71,Our Tampines Hub,0.7262897277011471,4
304 SHUNFU RD,Thomson Plaza,0.9664918701004979,2
340 TAMPINES ST 33,Eastpoint Mall,1.205934243152814,6
131 BT BATOK WEST AVE 6,West Mall,0.313071614123407,3
327 ANG MO KIO AVE 3,AMK Hub,0.30701860729226843,3
306 CHOA CHU KANG AVE 4,Lot One,0.26303590069482863,8
200 BOON LAY DR,Boon Lay Shopping Centre,0.4475616611202206,5
665 CHOA CHU KANG CRES,Yew Tee Square,0.5493316406155491,4
661 HOUGANG AVE 4,Hougang 1,0.415035892116849,6
129 BEDOK RESERVOIR RD,Djitsun Mall,2.123866340456975,0
122 LOR 2 TOA PAYOH,HDB Hub,0.8469149137292777,4
171 HOUGANG AVE 1,Heartland Mall,1.0307996713731509,3
49 KIM PONG RD,Tiong Bahru Plaza,0.4443858044623009,7
639 WOODLANDS RING RD,Admiralty Place,0.2958134432611344,4
641A PUNGGOL DR,Oasis Terraces,0.613114580588064,4
404B FERNVALE LANE,The Seletar Mall,0.4427080140120171,5
268 BT BATOK EAST AVE 4,West Mall,1.1362230441244094,3
951 HOUGANG AVE 9,Hougang 1,0.1407138171520038,8
109 SPOTTISWOODE PK RD,100 AM,0.7612794807582953,7
211 BOON LAY PL,Boon Lay Shopping Centre,0.274497086893399,4
502A WELLINGTON CIRCLE,Sun Plaza,0.3695930489959494,3
203B COMPASSVALE RD,Compass One,0.5749107023108595,7
38 JLN RUMAH TINGGI,Anchorpoint,0.4504160814384234,6
456 SEGAR RD,Fajar Shopping Centre,0.39680284196477034,5
105A EDGEFIELD PLAINS,Rivervale Mall,0.5407459384274164,6
353 HOUGANG AVE 7,The Midtown,0.521717320964658,4
827 TAMPINES ST 81,Our Tampines Hub,0.8769885338758935,4
626 PASIR RIS DR 3,Elias Mall,0.18021875636608395,3
258 ANG MO KIO AVE 4,Broadway Plaza,1.0750328979291928,3
251 HOUGANG AVE 3,Heartland Mall,0.7203892129706873,4
650 SENJA LINK,Greenridge Shopping Centre,0.3650159852128389,6
348C YISHUN AVE 11,Junction 9,0.6551159047557472,3
325 HOUGANG AVE 7,The Midtown,0.5258462929192622,5
409 PASIR RIS DR 6,White Sands,0.5014753781517052,4
41 STIRLING RD,Anchorpoint,1.1482254431555476,5
564 CHOA CHU KANG ST 52,Yew Tee Point,0.2270944392278141,6
106 RIVERVALE WALK,Rivervale Plaza,0.3604649929121604,7
424 JURONG WEST AVE 1,Boon Lay Shopping Centre,1.4753323866558112,2
114 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),2.1175450371170093,0
673B EDGEFIELD PLAINS,Oasis Terraces,0.5405171162080987,4
887A WOODLANDS DR 50,888 Plaza,0.15583643496831995,5
520C TAMPINES CTRL 8,Our Tampines Hub,0.42261306164013784,4
65 MARINE DR,112 Katong,0.5483659589325701,7
394 BT BATOK WEST AVE 5,HillV2,1.3237609060445583,9
443B FERNVALE RD,The Seletar Mall,0.23723734967439372,4
312B SUMANG LINK,Waterway Point,0.5739692181502367,2
650A JURONG WEST ST 61,Pioneer Mall,0.3952289822532627,4
30 MARINE CRES,112 Katong,0.6817178481950686,7
419 HOUGANG AVE 8,Hougang Mall,0.42642509805587553,7
617A PUNGGOL DR,Oasis Terraces,0.1658619165179045,4
612 JURONG WEST ST 65,Pioneer Mall,0.4730292069282136,4
19 JOO SENG RD,NEX,2.0431734100182566,0
124 BEDOK NTH RD,East Village,0.8473387854638049,5
551 HOUGANG ST 51,Hougang Green Shopping Mall,0.3328448127331435,7
542 PASIR RIS ST 51,White Sands,0.3908021976814759,6
501 JELAPANG RD,Greenridge Shopping Centre,0.2884976646848492,6
102B PUNGGOL FIELD,Rivervale Mall,0.7675043589910738,6
207D PUNGGOL PL,Waterway Point,0.6293703419205738,6
356 TAMPINES ST 33,Loyang Point,1.3779113368164404,5
690A CHOA CHU KANG CRES,Yew Tee Square,0.720578786490216,3
174 BISHAN ST 13,Junction 8,0.6859934638167092,3
833 WOODLANDS ST 83,888 Plaza,0.622007318668489,5
472C FERNVALE ST,The Seletar Mall,0.7863457131446111,4
245 BISHAN ST 22,AMK Hub,1.1199400650714177,4
543 BEDOK NTH ST 3,Djitsun Mall,0.853607456870635,4
339 CLEMENTI AVE 5,The Clementi Mall,0.6862702515657636,5
237 HOUGANG ST 21,Heartland Mall,0.5152337088545283,5
143 BEDOK RESERVOIR RD,Djitsun Mall,2.1188196316060908,0
27 CHAI CHEE RD,Bedok Mall,0.6599053553536808,4
701 HOUGANG AVE 2,The Midtown,0.7500394971713459,6
617D PUNGGOL DR,Oasis Terraces,0.12401155555410574,4
491H TAMPINES ST 45,White Sands,1.16361576439083,7
305 BT BATOK ST 31,West Mall,0.8569028814823206,2
403 WOODLANDS ST 41,Marsiling Mall,0.8888559644177761,2
418 SERANGOON CTRL,NEX,0.39599816270487936,3
14 TAMAN HO SWEE,Great World City,0.581327690821281,25
158A RIVERVALE CRES,Rivervale Mall,0.4697153043807363,5
259 JURONG EAST ST 24,Westgate,1.1433859016811965,5
654 YISHUN AVE 4,Wisteria Mall,0.5663808156956794,3
440A FERNVALE LINK,The Seletar Mall,0.35314208484115905,6
934 JURONG WEST ST 91,Pioneer Mall,0.9245124175981527,2
670 WOODLANDS DR 71,Admiralty Place,0.30100551872043113,4
670A CHOA CHU KANG CRES,Yew Tee Square,0.5148907680313658,4
985B BUANGKOK CRES,Buangkok Square,0.4009374750377623,6
11 CANTONMENT CL,100 AM,0.4232011618025224,9
269D COMPASSVALE LINK,Rivervale Plaza,0.6009858394907297,7
116 BT MERAH VIEW,Tiong Bahru Plaza,0.6355776445777067,5
227 BT BATOK CTRL,West Mall,0.5389374535326064,3
209 BOON LAY PL,Boon Lay Shopping Centre,0.2886343505176265,4
630 PASIR RIS DR 3,Elias Mall,0.10145685813730887,3
864 YISHUN AVE 4,Wisteria Mall,0.2660290058531185,3
731 CLEMENTI WEST ST 2,West Coast Plaza,0.3794945985656485,5
524 BEDOK NTH ST 3,Djitsun Mall,0.9784184751065801,5
357 WOODLANDS AVE 5,Causeway Point,0.36971319092369376,3
2A GEYLANG SERAI,Singapore Post Centre (Singpost Centre),0.3913087290376308,11
659 WOODLANDS RING RD,888 Plaza,0.43846445001030904,4
104 PASIR RIS ST 12,Loyang Point,0.6767587502039145,3
1E CANTONMENT RD,100 AM,0.3419263553163938,10
453 JURONG WEST ST 42,Boon Lay Shopping Centre,0.7864977198570081,3
694 HOUGANG ST 61,Hougang Green Shopping Mall,0.3599780697473241,8
17 TOH YI DR,Beauty World Plaza,0.4730974569400332,3
521 WOODLANDS DR 14,888 Plaza,0.436242557010448,5
353 KANG CHING RD,Taman Jurong Shopping Centre,0.5486063737897929,3
529 HOUGANG AVE 6,Hougang Mall,0.47271946301455153,8
242 KIM KEAT LINK,HDB Hub,1.0065924132332595,5
336 ANG MO KIO AVE 1,AMK Hub,0.738952981228418,3
51 CHAI CHEE ST,Djitsun Mall,0.8859861754557956,4
45 TEBAN GDNS RD,Big Box,1.3679011562142285,4
42 HOLLAND DR,The Star Vista,0.5158133800069837,2
117 SERANGOON NTH AVE 1,Hougang 1,1.2793308235179586,4
56 C'WEALTH DR,Rochester Mall,1.2978753879104057,5
358 BT BATOK ST 31,West Mall,1.255813244861197,4
196 PASIR RIS ST 12,Loyang Point,0.47557582964249023,3
318 WOODLANDS ST 31,Marsiling Mall,0.35029315013846535,2
749 WOODLANDS CIRCLE,Woodlands Mart,0.4319939162822094,4
5 TIONG BAHRU RD,Tiong Bahru Plaza,0.5049726518983925,19
726 WOODLANDS CIRCLE,Woodlands Mart,0.227092401181799,4
485 PASIR RIS DR 4,Downtown East,0.7719224126422538,3
471B FERNVALE ST,The Seletar Mall,0.7458422226706103,4
222 LOR 8 TOA PAYOH,Junction 8,1.2575881523359396,3
466 HOUGANG AVE 8,The Midtown,0.3074851448998197,6
987C JURONG WEST ST 93,Pioneer Mall,0.5901212297041829,3
563 HOUGANG ST 51,Hougang Green Shopping Mall,0.11273188297112516,8
786 YISHUN RING RD,Northpoint City,0.8680150565402098,3
556 WOODLANDS DR 53,888 Plaza,0.4716356512560059,5
84A LOR 2 TOA PAYOH,HDB Hub,0.35021838294560714,6
624 ANG MO KIO AVE 4,Broadway Plaza,1.2547468079274944,2
270 BANGKIT RD,Fajar Shopping Centre,0.9027630174881822,6
12 JLN BT MERAH,Alexandra Central,0.17887118666313265,5
606 YISHUN ST 61,Wisteria Mall,0.6599593335748138,3
255 YISHUN RING RD,Junction 9,0.17450806510882524,5
766 BEDOK RESERVOIR VIEW,East Village,1.2028858997439114,7
765 WOODLANDS CIRCLE,Woodlands Mart,0.14168073304909082,4
436A FERNVALE RD,The Seletar Mall,0.1553224139450724,5
236 YISHUN RING RD,Junction 9,0.32818782401712415,5
330 TAH CHING RD,Taman Jurong Shopping Centre,0.5160492564124088,4
615 YISHUN RING RD,Wisteria Mall,0.6654127935471318,3
725 BEDOK RESERVOIR RD,Djitsun Mall,1.283676513618002,4
148 POTONG PASIR AVE 1,NEX,2.0762992513510086,0
217 YISHUN ST 21,Northpoint City,0.49940418654273,5
38 DOVER RD,Rochester Mall,1.0010655423933865,4
923 JURONG WEST ST 92,Pioneer Mall,0.8350295906989115,4
26A JLN MEMBINA,Tiong Bahru Plaza,0.39626660623825394,4
705 CHOA CHU KANG ST 53,Limbang Shopping Centre,0.38696828658100973,8
417 WOODLANDS ST 41,Marsiling Mall,0.8187569936072666,2
716 ANG MO KIO AVE 6,Broadway Plaza,0.05204213216966529,2
57 C'WEALTH DR,Rochester Mall,1.2275327585553206,5
173 BISHAN ST 13,Junction 8,0.7016968667701258,3
624 HOUGANG AVE 8,Hougang 1,0.6815201255204006,7
310 YISHUN RING RD,Junction 9,0.13467101663358616,4
610 CLEMENTI WEST ST 1,West Coast Plaza,0.31131635648054745,5
408 BT BATOK WEST AVE 4,Keat Hong Shopping Centre,1.3970715158974827,4
690F WOODLANDS DR 75,Admiralty Place,0.7003101835323923,5
117 SIMEI ST 1,Eastpoint Mall,0.295100928047225,7
234 TAMPINES ST 21,Tampines 1,0.36541586317986524,6
757 WOODLANDS AVE 4,Woodlands Mart,0.40143803110148424,4
875 YISHUN ST 81,Wisteria Mall,0.6568335658057634,2
204 ANG MO KIO AVE 3,AMK Hub,0.5542329676465344,3
841 TAMPINES ST 83,Our Tampines Hub,0.7258574673952115,4
227 SERANGOON AVE 4,NEX,0.6460288507908191,3
63 C'WEALTH DR,Rochester Mall,1.2066543591133578,5
137 BEDOK RESERVOIR RD,Djitsun Mall,2.0139869261165506,0
549 ANG MO KIO AVE 10,AMK Hub,1.0783185960830601,2
226B ANG MO KIO AVE 1,Broadway Plaza,0.8779983197347788,3
804 HOUGANG CTRL,The Midtown,0.10406505734527247,6
104 ALJUNIED CRES,Paya Lebar Square,1.0946842465999698,4
43 BEDOK STH RD,Bedok Point,1.0864379872920493,5
926 HOUGANG ST 91,Hougang 1,0.1700273762917046,8
625A WOODLANDS DR 52,888 Plaza,0.6172256073345153,4
144 LOR 2 TOA PAYOH,HDB Hub,0.48740298590928705,6
443 SIN MING AVE,Thomson Plaza,0.5548186268633436,2
714 PASIR RIS ST 72,Elias Mall,0.6682406376169621,3
670A JURONG WEST ST 65,Jurong Point,0.6670690424247896,4
329 TAMPINES ST 32,Eastpoint Mall,1.3469334551019407,6
547 HOUGANG ST 51,Hougang Green Shopping Mall,0.4661522047645101,8
277D COMPASSVALE LINK,Hougang Green Shopping Mall,0.7297523886210449,8
256 YISHUN RING RD,Junction 9,0.21526968978102504,5
631 YISHUN ST 61,Wisteria Mall,0.3166640930738541,3
334 CLEMENTI AVE 2,Grantral Mall,0.3858551126086076,5
411 WOODLANDS ST 41,Marsiling Mall,0.9485291457218076,2
562 PASIR RIS ST 51,White Sands,0.5350039558064444,8
52 SIMS PL,Paya Lebar Square,1.3743418014288076,7
920 JURONG WEST ST 92,Pioneer Mall,0.9881893390279625,3
404 TAMPINES ST 41,Tampines 1,0.3900150834590397,6
502 WOODLANDS DR 14,888 Plaza,0.5852141263819585,5
846 TAMPINES ST 82,Our Tampines Hub,0.5579553150726261,4
302 WOODLANDS ST 31,Marsiling Mall,0.6318892406837425,2
513 WELLINGTON CIRCLE,Sun Plaza,0.6656024727875524,3
153 BISHAN ST 13,Junction 8,0.8667658147517037,3
339 HOUGANG AVE 7,The Midtown,0.3865263402717528,5
126A EDGEDALE PLAINS,Punggol Plaza,0.18054334980548098,6
513 BT BATOK ST 52,West Mall,0.5634173417720507,3
331 BT BATOK ST 33,West Mall,1.492100479955619,5
413 WOODLANDS ST 41,Marsiling Mall,1.0023040450115588,2
444 SIN MING AVE,Thomson Plaza,0.5155133122242445,1
443 TAMPINES ST 43,Tampines 1,0.9037126229174333,7
766 WOODLANDS CIRCLE,Woodlands Mart,0.12701058323156594,4
988C JURONG WEST ST 93,Pioneer Mall,0.6611801076587015,3
107 ANG MO KIO AVE 4,Broadway Plaza,0.9581786720735701,2
523 CHOA CHU KANG ST 51,Limbang Shopping Centre,0.27178984302406184,7
560 HOUGANG ST 51,Hougang Green Shopping Mall,0.20452403894005766,8
101B PUNGGOL FIELD,Rivervale Mall,0.6422864897718381,6
269C COMPASSVALE LINK,Rivervale Plaza,0.6431200900138975,7
990A JURONG WEST ST 93,Pioneer Mall,0.7329970069173111,3
434 ANG MO KIO AVE 10,AMK Hub,0.5781089213405102,2
5 GHIM MOH RD,The Star Vista,0.6329049584562321,2
207A PUNGGOL PL,Waterway Point,0.6924410603932522,6
429 ANG MO KIO AVE 3,AMK Hub,0.5511494759910747,2
260B PUNGGOL WAY,Waterway Point,0.6769245041440946,4
138D YUAN CHING RD,Taman Jurong Shopping Centre,0.7728493115095205,2
408 BEDOK NTH AVE 2,Bedok Point,0.41491765082610654,5
173A PUNGGOL FIELD,Punggol Plaza,0.5102492734684086,6
32 JLN BAHAGIA,Zhongshan Mall,1.2876825539327021,8
842G TAMPINES ST 82,Our Tampines Hub,0.431026536141593,4
602 ELIAS RD,Elias Mall,0.2761538771811973,3
423 PASIR RIS DR 6,White Sands,0.6124472556207677,4
606 WOODLANDS RING RD,888 Plaza,0.21152288126028515,5
11 JOO SENG RD,NEX,1.9924478658362803,1
867 TAMPINES ST 83,Our Tampines Hub,0.7890196687806927,4
160 WOODLANDS ST 13,Marsiling Mall,0.5373486496637122,2
558 CHOA CHU KANG NTH 6,Yew Tee Point,0.2709419296083485,6
362 CLEMENTI AVE 2,321 Clementi,0.5553059729928774,5
404 WOODLANDS ST 41,Marsiling Mall,0.9036845802232367,2
803 WOODLANDS ST 81,Causeway Point,0.4864758782005369,5
236 HOUGANG AVE 1,Heartland Mall,0.4607461479946295,4
571 HOUGANG ST 51,Hougang Green Shopping Mall,0.08492379073891486,8
175C YUNG KUANG RD,Taman Jurong Shopping Centre,0.2625360687957545,3
838 TAMPINES ST 82,Our Tampines Hub,0.6574077745880277,4
317 BT BATOK ST 32,West Mall,1.165787520201059,3
902 TAMPINES AVE 4,Our Tampines Hub,0.2727546936487582,5
110 DEPOT RD,Alexandra Central,0.802072264169504,5
782C WOODLANDS CRES,Woodlands Mart,0.6311289355703725,4
637C PUNGGOL DR,Oasis Terraces,0.42808650420760935,4
301A ANCHORVALE DR,Compass One,0.49635312749499566,7
21 EUNOS CRES,Singapore Post Centre (Singpost Centre),1.1670281776668792,4
39 TEBAN GDNS RD,Big Box,1.1789800250990645,4
417 TAMPINES ST 41,Tampines 1,0.547174340121893,6
165 YISHUN RING RD,Canberra Plaza,0.8381912844115681,5
10B BEDOK STH AVE 2,Bedok Point,0.5019975155455367,5
325 YISHUN CTRL,Junction 9,0.4238178097235508,3
316B ANCHORVALE LINK,Compass One,0.6905061952918443,6
357 YISHUN RING RD,Junction 9,0.9271954680891978,3
3 DELTA AVE,Great World City,0.5359886751025028,25
430 HOUGANG AVE 6,Hougang Mall,0.3230608329254464,8
417 CANBERRA RD,Sun Plaza,0.4170518601243166,3
619A PUNGGOL DR,Oasis Terraces,0.20522659616942893,4
271D JURONG WEST ST 24,Gek Poh Shopping Centre,0.7492452913498603,4
587 ANG MO KIO AVE 3,AMK Hub,0.44855385407521275,2
616 YISHUN RING RD,Wisteria Mall,0.7298733419582192,3
41 CAMBRIDGE RD,Serangoon Plaza,0.78542795648175,18
160 JLN TECK WHYE,Junction 10,0.4010258553019127,10
761 BEDOK RESERVOIR VIEW,Djitsun Mall,1.2240831434181696,5
758 JURONG WEST ST 74,Gek Poh Shopping Centre,0.27623945548822704,4
455 TAMPINES ST 42,Tampines 1,1.032208657989073,7
11 MARSILING DR,Marsiling Mall,0.7869728022649084,3
650 HOUGANG AVE 8,Hougang 1,0.4423172607152026,6
130 POTONG PASIR AVE 1,NEX,1.9262373649822992,1
210 TAMPINES ST 23,Tampines 1,0.9851718287950179,6
2 DOVER RD,Rochester Mall,0.6675602997974659,4
612 BEDOK RESERVOIR RD,Djitsun Mall,1.6424621206651135,4
839 WOODLANDS ST 82,888 Plaza,0.7342449785037222,5
408 FAJAR RD,Fajar Shopping Centre,0.34251925544606693,6
629 YISHUN ST 61,Wisteria Mall,0.3916626933330083,3
17 CANTONMENT CL,100 AM,0.41208130549824473,9
191 BOON LAY DR,Boon Lay Shopping Centre,0.29042801738269086,5
310A PUNGGOL WALK,Waterway Point,0.2712115640752645,4
346 TAMPINES ST 33,Eastpoint Mall,1.4256644195532908,5
241 YISHUN RING RD,Junction 9,0.2935866299484962,5
107 SERANGOON NTH AVE 1,Hougang 1,1.2085885757005488,2
418 HOUGANG AVE 8,Hougang Mall,0.43548990922179653,7
253 ANG MO KIO ST 21,Broadway Plaza,1.2886180763214974,3
266 BT BATOK EAST AVE 4,West Mall,1.2273255123739615,5
615 WOODLANDS AVE 4,888 Plaza,0.3701091108922914,5
166 TAMPINES ST 12,Tampines Mall,0.4584376831169979,6
526 BEDOK NTH ST 3,Djitsun Mall,0.9040926419473027,5
434 JURONG WEST ST 42,Boon Lay Shopping Centre,1.3200710396950097,2
94 GEYLANG BAHRU,Aperia,1.637549865178885,1
1 TOH YI DR,Beauty World Plaza,0.309954221595407,3
423 FAJAR RD,Fajar Shopping Centre,0.25420293607244027,6
636 BEDOK RESERVOIR RD,Singapore Post Centre (Singpost Centre),1.7205439906062219,3
75 BEDOK NTH RD,East Village,0.6244882483076368,5
211 YISHUN ST 21,Junction 9,0.39464984139975867,5
430 CHOA CHU KANG AVE 4,Lot One,0.4789228472806814,7
405 YISHUN AVE 6,Junction 9,1.0944570524055037,3
840 YISHUN ST 81,Wisteria Mall,0.9068085148549702,2
324C SENGKANG EAST WAY,Compass One,0.3599620830934296,7
870 YISHUN ST 81,Wisteria Mall,0.6544524004127411,2
225 PENDING RD,Fajar Shopping Centre,0.9511279644712352,6
141 MARSILING RD,Marsiling Mall,0.5200101439453758,2
547 PASIR RIS ST 51,White Sands,0.5529180228502121,5
449 ANG MO KIO AVE 10,AMK Hub,0.8590026638391055,2
334 TAMPINES ST 32,Eastpoint Mall,1.4005647158806782,5
332 BT BATOK ST 32,West Mall,1.5033579532634762,5
89 BEDOK NTH ST 4,East Village,0.9015330065400954,6
79B TOA PAYOH CTRL,HDB Hub,0.2895924180640473,6
122 BT MERAH LANE 1,Queensway Shopping Centre,0.15663760923377476,5
654 HOUGANG AVE 8,Hougang 1,0.41336334861632945,6
295C COMPASSVALE CRES,Rivervale Mall,0.7516459270067646,6
537 WOODLANDS DR 16,888 Plaza,0.8794916319960492,5
455 HOUGANG AVE 10,Hougang Mall,0.5892237568674417,8
627 YISHUN ST 61,Wisteria Mall,0.4720237490991637,3
204 CLEMENTI AVE 6,The Clementi Mall,0.6249722150406969,5
622 ANG MO KIO AVE 9,Broadway Plaza,1.317247095120221,2
171B EDGEDALE PLAINS,Punggol Plaza,0.09232174465004127,6
411 EUNOS RD 5,Singapore Post Centre (Singpost Centre),0.5476411270805425,10
114 POTONG PASIR AVE 1,NEX,1.808047958762964,2
33 EUNOS CRES,Singapore Post Centre (Singpost Centre),0.6874165080763355,10
