flat,school,school_dist,num_school_2km
241 BISHAN ST 22,Catholic High School (Primary),0.7270657931302902,11
247 KIM KEAT LINK,Pei Chun Public School,0.688841225858736,8
233 PASIR RIS DR 4,Pasir Ris Primary School,0.2297418415312061,4
21 GHIM MOH RD,Henry Park Primary School,0.8783298962627137,3
106 POTONG PASIR AVE 1,Cedar Primary School,0.8322663168643446,9
818 TAMPINES ST 81,Junyuan Primary School,0.312704619346722,11
273B COMPASSVALE LINK,North Vista Primary School,0.20567022106103766,19
316 UBI AVE 1,Maha Bodhi School,0.1528687155484432,5
307 WOODLANDS AVE 1,Fuchun Primary School,0.23648627563093946,7
51 LENGKOK BAHRU,Gan Eng Seng Primary School,0.37662479197773563,9
438 FAJAR RD,Zhenghua Primary School,0.35184496260459597,8
809 YISHUN RING RD,Peiying Primary School,0.09930089372100537,8
252 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.3530166309456926,7
726 JURONG WEST AVE 5,West Grove Primary School,0.24491811161601124,9
199B PUNGGOL FIELD,Edgefield Primary School,0.19036713228005747,16
196B PUNGGOL FIELD,Edgefield Primary School,0.15088431509515982,16
117 MARSILING RISE,Marsiling Primary School,0.8243851716593861,8
327 SERANGOON AVE 3,Yangzheng Primary School,0.1807297956822871,10
579 PASIR RIS ST 53,Elias Park Primary School,0.23229319846583443,8
446 CHOA CHU KANG AVE 4,Concord Primary School,0.08973200485862576,6
172A EDGEDALE PLAINS,Greendale Primary School,0.1726802263988752,13
228A COMPASSVALE WALK,North Spring Primary School,0.23871032149192736,17
103 JURONG EAST ST 13,Fuhua Primary School,0.15780140869545584,4
255 BANGKIT RD,Zhenghua Primary School,0.43272031021702134,7
47 MARINE CRES,Tao Nan School,0.19070311255381192,4
738 PASIR RIS DR 10,Meridian Primary School,0.38393722326446766,3
173 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.3181473658956752,8
976 HOUGANG ST 91,Hougang Primary School,0.1338968965650868,14
315B ANCHORVALE RD,Anchor Green Primary School,0.20541129795224977,16
313A ANCHORVALE RD,Anchor Green Primary School,0.10620352311163518,17
35 LOR 5 TOA PAYOH,Pei Chun Public School,0.34520880833577944,10
876 YISHUN ST 81,Naval Base Primary School,0.40116557970622113,5
448 BRIGHT HILL DR,Ai Tong School,0.3160173403084682,3
266B PUNGGOL WAY,Valour Primary School,0.18048997360423386,14
708 CLEMENTI WEST ST 2,Qifa Primary School,0.9536961106927216,4
215 BT BATOK ST 21,Bukit View Primary School,0.0959662688056655,7
133 TECK WHYE LANE,Teck Whye Primary School,0.41458598827112453,10
329 CLEMENTI AVE 2,Pei Tong Primary School,0.3416825580084316,5
109 BISHAN ST 12,Guangyang Primary School,0.16396700767422256,10
423 CHOA CHU KANG AVE 4,Concord Primary School,0.49693001952215043,6
452 SIN MING AVE,Ai Tong School,0.44077541100577117,3
418 WOODLANDS ST 41,Fuchun Primary School,0.4261541989549961,5
506 BT BATOK ST 52,Lianhua Primary School,0.21679282019669877,6
120 POTONG PASIR AVE 1,Pei Chun Public School,0.9038789578845866,12
107 RIVERVALE WALK,North Vista Primary School,0.49185547727677575,16
672B EDGEFIELD PLAINS,Oasis Primary School,0.28808279333141384,11
163B PUNGGOL CTRL,Greendale Primary School,0.15910368329242727,12
648 HOUGANG AVE 8,Xinmin Primary School,0.36966435928485536,12
315B ANG MO KIO ST 31,Teck Ghee Primary School,0.41619151052979053,13
272 BT BATOK EAST AVE 4,Keming Primary School,0.43839424999311505,6
218 MARSILING CRES,Marsiling Primary School,1.3381675297907762,3
36 TEBAN GDNS RD,Qifa Primary School,1.786201141233356,2
360 YUNG AN RD,Lakeside Primary School,0.4327339722657402,6
76A REDHILL RD,Gan Eng Seng Primary School,0.35491418703075306,8
866 YISHUN ST 81,Naval Base Primary School,0.235893945245733,6
3 TG PAGAR PLAZA,Cantonment Primary School,0.27947049620973835,1
70 REDHILL CL,Gan Eng Seng Primary School,0.18470303963815546,8
32 BALAM RD,Canossa Catholic Primary School,0.662670784753741,7
146 POTONG PASIR AVE 1,Cedar Primary School,1.0114370759847662,9
130 PASIR RIS ST 11,White Sands Primary School,0.4465619559005952,10
163 JLN TECK WHYE,Teck Whye Primary School,0.46346945776248955,12
807 KING GEORGE'S AVE,Stamford Primary School,0.7303237007570438,4
405 FAJAR RD,Zhenghua Primary School,0.26666391923852656,8
422 SERANGOON CTRL,Maris Stella High School,0.7731271009998443,7
301C ANCHORVALE DR,Nan Chiau Primary School,0.39254351193645043,18
710 BEDOK RESERVOIR RD,Damai Primary School,0.285040270889101,6
661C JURONG WEST ST 64,Frontier Primary School,0.6006054777722188,10
687 JURONG WEST CTRL 1,Jurong West Primary School,0.7952288339403856,10
535 HOUGANG ST 52,Montfort Junior School,0.2812458114880146,15
279B SENGKANG EAST AVE,Palm View Primary School,0.26299801711972803,17
61C STRATHMORE AVE,Queenstown Primary School,0.49913038870694365,5
465 UPP SERANGOON RD,CHIJ Our Lady of the Nativity,0.15740772673389863,13
350 BT BATOK ST 34,Dazhong Primary School,0.2853016209719246,6
27 MARSILING DR,Marsiling Primary School,0.8492507832350171,4
472 JURONG WEST ST 41,Shuqun Primary School,0.12090963796400937,6
288A JURONG EAST ST 21,Yuhua Primary School,0.5318105996058923,6
27 NEW UPP CHANGI RD,Bedok Green Primary School,0.33893192044192183,8
272D SENGKANG CTRL,Palm View Primary School,0.26163745797084564,17
214 YISHUN ST 21,Xishan Primary School,0.31565322747323343,11
806 TAMPINES AVE 4,Junyuan Primary School,0.40338411663229856,11
101 CLEMENTI ST 14,Pei Tong Primary School,0.674101210074667,7
10 HAIG RD,Haig Girls' School,0.8286571331962809,7
161 TAMPINES ST 12,Tampines Primary School,0.2730032334421221,10
237 YISHUN RING RD,Xishan Primary School,0.07023798082443666,10
768 YISHUN AVE 3,Jiemin Primary School,0.5293601894139582,11
211 PASIR RIS ST 21,White Sands Primary School,0.1867690229586489,7
343 CLEMENTI AVE 5,Pei Tong Primary School,0.42138484792459735,5
618D PUNGGOL DR,Horizon Primary School,0.2701363925306489,14
104 JLN RAJAH,Hong Wen School,0.8342309292927097,7
230G TAMPINES ST 21,Gongshang Primary School,0.20581288106410608,12
702 PASIR RIS DR 10,Park View Primary School,0.3603846789545274,3
868 WOODLANDS ST 83,Evergreen Primary School,0.22569352541606705,10
519 BEDOK NTH AVE 1,Fengshan Primary School,0.4301438530659435,8
423 SERANGOON CTRL,Maris Stella High School,0.7525286341127717,7
8 CANTONMENT CL,Cantonment Primary School,0.10431330494839412,5
183C BOON LAY AVE,Corporation Primary School,0.35600548670481014,10
460 SEGAR RD,Beacon Primary School,0.3817148500554471,6
403 PANDAN GDNS,Qifa Primary School,1.2038988207405945,3
191 BT BATOK WEST AVE 6,Yuhua Primary School,0.5760836143350452,8
432B SENGKANG WEST WAY,Sengkang Green Primary School,0.2531388242718631,7
415 EUNOS RD 5,Haig Girls' School,0.891526362038621,7
627 BT BATOK CTRL,Lianhua Primary School,0.59813422055537,7
264 BT BATOK EAST AVE 4,Keming Primary School,0.6012719534425193,5
154 WOODLANDS ST 13,Marsiling Primary School,0.1949881266076397,7
34 MARINE CRES,Tao Nan School,0.11540332547936893,4
122 YISHUN ST 11,Ahmad Ibrahim Primary School,0.24756856489393614,10
410 PASIR RIS DR 6,Casuarina Primary School,0.3736942591657996,7
533 UPP CROSS ST,Cantonment Primary School,1.1715601698207383,2
106D PUNGGOL FIELD,Edgefield Primary School,0.2955404290029913,16
894A WOODLANDS DR 50,Woodlands Primary School,0.17619883324582034,12
481 TAMPINES ST 44,Tampines North Primary School,0.49120255165393195,11
205 JURONG EAST ST 21,Yuhua Primary School,0.6334096038805851,6
837 JURONG WEST ST 81,Xingnan Primary School,0.5783306377598044,8
395 BT BATOK WEST AVE 5,Dazhong Primary School,0.9246222630202362,6
103 BT PURMEI RD,Radin Mas Primary School,0.35010274572300554,7
635A SENJA RD,West View Primary School,0.4749080583375164,12
718 BEDOK RESERVOIR RD,Damai Primary School,0.5179831715167483,8
268D PUNGGOL FIELD,Punggol Green Primary School,0.1730917083695959,16
482 ADMIRALTY LINK,Northoaks Primary School,0.24665644994603103,6
551 WOODLANDS DR 44,Woodlands Ring Primary School,0.34333433590651796,11
785 YISHUN AVE 2,Peiying Primary School,0.60220503935926,11
109 SIMEI ST 1,Changkat Primary School,0.3219976808614246,8
179 ANG MO KIO AVE 5,Mayflower Primary School,0.10629174099341847,7
335 JURONG EAST AVE 1,Jurong Primary School,0.19229688279194387,6
639 JURONG WEST ST 61,Jurong West Primary School,0.27547975628526483,9
514 BEDOK NTH AVE 2,Fengshan Primary School,0.39341822101321033,8
323 BT BATOK ST 33,Dazhong Primary School,0.21832902440038676,6
786 CHOA CHU KANG DR,Kranji Primary School,0.1662249119377719,7
453 ANG MO KIO AVE 10,Jing Shan Primary School,0.5912495390002871,8
188 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.6436337105330255,8
99 ALJUNIED CRES,Geylang Methodist School (Primary),0.421423115610965,4
120 MARSILING RISE,Qihua Primary School,0.8921968754153845,9
271C SENGKANG CTRL,North Vista Primary School,0.2838287286993955,18
197A PUNGGOL FIELD,Edgefield Primary School,0.08676458279055652,16
786B WOODLANDS DR 60,Riverside Primary School,0.2078456113885688,10
677B JURONG WEST ST 64,Westwood Primary School,0.4819386598000339,12
406 FAJAR RD,Zhenghua Primary School,0.28773826232522026,8
823 JURONG WEST ST 81,Pioneer Primary School,0.23259833413158615,8
183 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.24037405052128297,12
910 TAMPINES ST 91,Junyuan Primary School,0.23547618235966303,11
116 SIMEI ST 1,Changkat Primary School,0.39140429086229683,9
861A TAMPINES AVE 5,Poi Ching School,0.4331251346836349,8
340 CLEMENTI AVE 5,Pei Tong Primary School,0.39816223228118547,5
403 SERANGOON AVE 1,Yangzheng Primary School,0.5358524398207869,8
385 TAMPINES ST 32,East Spring Primary School,0.42184548648466874,11
744 BEDOK RESERVOIR RD,Damai Primary School,0.2590744865762972,6
204 MARSILING DR,Marsiling Primary School,1.0834548810650633,4
126 TAMPINES ST 11,Angsana Primary School,0.34274364386490974,9
272 BANGKIT RD,Zhenghua Primary School,0.6383644570509416,7
555 HOUGANG ST 51,Palm View Primary School,0.49899702720170763,17
727 TAMPINES ST 71,Poi Ching School,0.1966492695506857,8
102 LENGKONG TIGA,Telok Kurau Primary School,0.5948253109872318,7
568 CHOA CHU KANG ST 52,Kranji Primary School,0.23188732060757586,6
535 SERANGOON NTH AVE 4,Rosyth School,0.11702799748782901,8
510 BEDOK NTH ST 3,Yu Neng Primary School,0.2435214678994136,8
44 TELOK BLANGAH DR,Blangah Rise Primary School,0.5735741869503607,5
105 BT BATOK CTRL,Princess Elizabeth Primary School,0.6886027791902906,8
733 YISHUN AVE 5,Jiemin Primary School,0.2265934745789099,11
308 CANBERRA RD,Sembawang Primary School,0.16312302697690662,8
782 YISHUN RING RD,Peiying Primary School,0.5295665854639701,11
15 JOO SENG RD,Cedar Primary School,0.5277610238128213,5
776 PASIR RIS ST 71,Meridian Primary School,0.26750754129211624,4
452 HOUGANG AVE 10,Punggol Primary School,0.17598180050885848,17
1 TECK WHYE AVE,Teck Whye Primary School,0.24670795300995657,11
888A TAMPINES ST 81,Poi Ching School,0.9750623532484769,6
878 YISHUN ST 81,Naval Base Primary School,0.40685883450079896,5
431A YISHUN AVE 1,Northland Primary School,0.7507314670166693,6
751 CHOA CHU KANG NTH 5,Kranji Primary School,0.16880149027193017,9
510 CHOA CHU KANG ST 51,De La Salle School,0.8206223884673569,8
232 CHOA CHU KANG CTRL,South View Primary School,0.15138201402714868,8
123 SIMEI ST 1,Angsana Primary School,0.3972060796741913,9
301D ANCHORVALE DR,Nan Chiau Primary School,0.40681003310933805,18
23 HOUGANG AVE 3,Holy Innocents' Primary School,0.3886350488725509,10
260B SENGKANG EAST WAY,Compassvale Primary School,0.30446375604482,16
730 CLEMENTI WEST ST 2,Qifa Primary School,1.1009221717200062,4
336 JURONG EAST AVE 1,Jurong Primary School,0.25305748596719296,6
18 TAMAN HO SWEE,Zhangde Primary School,0.673664457990518,8
753 YISHUN ST 72,Jiemin Primary School,0.46724205558877346,11
197C BOON LAY DR,Boon Lay Garden Primary School,0.10077338536363563,9
43 CHAI CHEE ST,Fengshan Primary School,0.7270875350326762,8
1 PINE CL,Kong Hwa School,0.6636384168666953,3
426 JURONG WEST AVE 1,Shuqun Primary School,0.5617178145113311,7
245 SERANGOON AVE 2,Yangzheng Primary School,0.39414376040855453,10
457 ANG MO KIO AVE 10,Townsville Primary School,0.7925929317189172,8
607 YISHUN ST 61,Northland Primary School,0.5774980979365012,11
133 MARSILING RISE,Marsiling Primary School,0.5959675212387098,8
589D MONTREAL DR,Wellington Primary School,0.3253909976009364,5
310 JURONG EAST ST 32,Jurong Primary School,0.10578991452159016,7
115 BISHAN ST 12,Guangyang Primary School,0.22341777933181264,11
8 HAIG RD,Haig Girls' School,0.7623950776091906,8
6A BOON TIONG RD,Zhangde Primary School,0.6336494855572801,8
75 WHAMPOA DR,Hong Wen School,0.307591102575284,6
848 SIMS AVE,Haig Girls' School,0.6164058973438441,9
251 TAMPINES ST 21,Yumin Primary School,0.3225752090559349,10
964 HOUGANG AVE 9,Hougang Primary School,0.4169326225636812,11
416 BT BATOK WEST AVE 4,Dazhong Primary School,0.5210915065014842,4
2C UPP BOON KENG RD,Bendemeer Primary School,1.2301278020923982,6
720 WOODLANDS AVE 6,Admiralty Primary School,0.1146833071959902,11
213 SERANGOON AVE 4,Zhonghua Primary School,0.502551235747986,8
601 CLEMENTI WEST ST 1,Clementi Primary School,1.244379659209646,4
28A DOVER CRES,Fairfield Methodist School (Primary),0.5994558140108369,2
547B SEGAR RD,Greenridge Primary School,0.3255603686221705,7
345 CHOA CHU KANG LOOP,South View Primary School,0.3010939333551702,8
254 SERANGOON CTRL DR,Yangzheng Primary School,0.6461211310607231,7
253 BT BATOK EAST AVE 5,Keming Primary School,0.5580832325776298,6
202 BISHAN ST 23,Catholic High School (Primary),0.34653376939122316,13
669 CHOA CHU KANG CRES,Unity Primary School,0.14235552444648036,4
159 YISHUN ST 11,Yishun Primary School,0.07780912788564734,12
465 CHOA CHU KANG AVE 4,Concord Primary School,0.3473029997361656,3
607 JURONG WEST ST 65,Frontier Primary School,0.14727228382614999,9
226C COMPASSVALE WALK,Seng Kang Primary School,0.12272209001392029,20
161 MEI LING ST,Queenstown Primary School,0.6932892900012998,4
855 TAMPINES ST 83,Poi Ching School,0.49811965863484386,8
242 YISHUN RING RD,Xishan Primary School,0.21493314777133324,10
640 PASIR RIS DR 1,Park View Primary School,0.2345534426499012,5
349 BT BATOK ST 34,Dazhong Primary School,0.3710533706406173,5
904 JURONG WEST ST 91,Juying Primary School,0.2538922224777817,7
266C COMPASSVALE BOW,North Vista Primary School,0.1689060987347972,17
191 PASIR RIS ST 12,White Sands Primary School,0.25410985472907605,9
265B COMPASSVALE LINK,North Vista Primary School,0.08454204943298711,17
670C EDGEFIELD PLAINS,Oasis Primary School,0.34275193750890803,11
439 FAJAR RD,Zhenghua Primary School,0.3865728879473314,8
517E JURONG WEST ST 52,Rulang Primary School,0.25174622640761357,6
665 WOODLANDS RING RD,Woodlands Ring Primary School,0.35910002655772344,10
454 FAJAR RD,Beacon Primary School,0.2484675708447081,7
347 UBI AVE 1,Maha Bodhi School,0.3561983265982566,6
505C YISHUN ST 51,Northland Primary School,0.44535463687824306,9
107 POTONG PASIR AVE 1,Cedar Primary School,0.794428599917809,9
129 LOR AH SOO,Xinghua Primary School,0.7741750786012778,4
155 GANGSA RD,Bukit Panjang Primary School,0.5189567126103531,8
23 MARSILING DR,Marsiling Primary School,0.7881656216366006,4
253 YISHUN RING RD,Xishan Primary School,0.3286631229402294,9
141 RIVERVALE ST,North Spring Primary School,0.2536489097302701,20
773 WOODLANDS DR 60,Riverside Primary School,0.4697258965963744,8
219A JURONG EAST ST 21,Yuhua Primary School,0.45732523490415117,6
50 LOR 5 TOA PAYOH,Pei Chun Public School,0.3263592116971703,9
247 SIMEI ST 5,Changkat Primary School,0.46302547277982187,9
225B COMPASSVALE WALK,Seng Kang Primary School,0.16805518109944984,18
265 BISHAN ST 24,Catholic High School (Primary),0.49398581529794644,10
183A BOON LAY AVE,Corporation Primary School,0.3976442517535643,10
234 BISHAN ST 22,Catholic High School (Primary),0.4858312599657071,9
680A JURONG WEST CTRL 1,Westwood Primary School,0.6261686623210885,11
862 YISHUN AVE 4,Naval Base Primary School,0.1160417839997185,10
9 BEDOK STH AVE 2,Bedok Green Primary School,0.12776516626701687,7
803 YISHUN RING RD,Peiying Primary School,0.1703272956605555,9
148 TAMPINES AVE 5,Tampines Primary School,0.14791192746126278,9
412 SERANGOON CTRL,Yangzheng Primary School,0.5493208826940066,6
2 LOR LEW LIAN,Yangzheng Primary School,0.8191413764142151,7
54 CASSIA CRES,Kong Hwa School,0.38992119717074364,5
946 TAMPINES AVE 4,Junyuan Primary School,0.39059468316509033,9
712 BEDOK RESERVOIR RD,Damai Primary School,0.16395055550927978,6
236 SERANGOON AVE 3,Yangzheng Primary School,0.6047285996937773,8
13 JLN BT MERAH,Gan Eng Seng Primary School,0.9057425829815713,5
6 JLN BT HO SWEE,Zhangde Primary School,0.6839283970040706,8
93 GEYLANG BAHRU,Bendemeer Primary School,0.6967569459459201,5
700 PASIR RIS DR 10,Park View Primary School,0.3152286370985369,3
264 BISHAN ST 24,Catholic High School (Primary),0.5298036936154461,11
204 BISHAN ST 23,Catholic High School (Primary),0.38037699360462557,13
50 HAVELOCK RD,Alexandra Primary School,0.3608900972433755,7
2 UPP ALJUNIED LANE,Cedar Primary School,0.4274056752924275,6
698B HOUGANG ST 61,Montfort Junior School,0.24063201961775194,14
56 HAVELOCK RD,Alexandra Primary School,0.5684137924133719,7
886A WOODLANDS DR 50,Woodlands Primary School,0.3593909550044852,10
409 WOODLANDS ST 41,Fuchun Primary School,0.5651182086977855,5
354 CLEMENTI AVE 2,Pei Tong Primary School,0.46616525938648357,5
558 HOUGANG ST 51,Palm View Primary School,0.40384166357802775,17
22 QUEEN'S CL,New Town Primary School,0.6916068382686035,4
449 HOUGANG AVE 10,Punggol Primary School,0.0780077398229951,17
552 CHOA CHU KANG ST 52,De La Salle School,0.10066199070010051,8
269B QUEEN ST,Stamford Primary School,0.6012270880550913,3
318 TAMPINES ST 33,Chongzheng Primary School,0.5481492385989205,10
502 BISHAN ST 11,Guangyang Primary School,0.29921142114147303,11
42 CASSIA CRES,Kong Hwa School,0.2160523463302144,5
161 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.2415793184442026,10
33 TEBAN GDNS RD,Fuhua Primary School,1.8713625468599495,2
656 HOUGANG AVE 8,Xinmin Primary School,0.2503528915981195,13
155 JLN TECK WHYE,West View Primary School,0.6210126069290008,11
714 WOODLANDS DR 70,Admiralty Primary School,0.16312517553107103,10
25 TECK WHYE LANE,Teck Whye Primary School,0.6383858621450941,10
592B MONTREAL LINK,Wellington Primary School,0.6042681273313077,7
119 BT MERAH VIEW,Zhangde Primary School,0.577826940224046,7
64 CIRCUIT RD,Canossa Catholic Primary School,0.6022942534113819,9
462 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.35196533741298697,13
353A ADMIRALTY DR,Canberra Primary School,0.35694687025166383,7
133 PASIR RIS ST 11,White Sands Primary School,0.5302563412534642,10
47 LOR 6 TOA PAYOH,Pei Chun Public School,0.16596926745287546,9
648B JURONG WEST ST 61,Jurong West Primary School,0.12281983300643694,9
468C ADMIRALTY DR,Canberra Primary School,0.1475270059209461,8
308 CLEMENTI AVE 4,Pei Tong Primary School,0.547281424808232,6
122 HOUGANG AVE 1,Xinghua Primary School,0.6518920041014545,6
13 JOO SENG RD,Maris Stella High School,0.7591271859777832,4
123D RIVERVALE DR,North Spring Primary School,0.165278370766014,17
56 STRATHMORE AVE,Queenstown Primary School,0.36299770280589533,5
210 BOON LAY PL,Boon Lay Garden Primary School,0.5300630265640467,9
546 WOODLANDS DR 16,Innova Primary School,0.38415694523114896,10
75B REDHILL RD,Gan Eng Seng Primary School,0.2884957261593421,8
688 HOUGANG ST 61,Yio Chu Kang Primary School,0.18366791394398446,14
23 TELOK BLANGAH CRES,Radin Mas Primary School,0.391824994297125,7
181 EDGEFIELD PLAINS,Edgefield Primary School,0.21478172045039473,14
544 ANG MO KIO AVE 10,Jing Shan Primary School,0.5667605862377401,6
335 ANG MO KIO AVE 1,Teck Ghee Primary School,0.22337608718953433,12
506 WEST COAST DR,Qifa Primary School,0.42722258806686525,4
211 ANG MO KIO AVE 3,Ang Mo Kio Primary School,0.29238322932292515,10
952 HOUGANG AVE 9,Rosyth School,0.4286144191849521,11
59 JLN MA'MOR,Hong Wen School,0.7123340176970985,7
62 TEBAN GDNS RD,Fuhua Primary School,1.6680647836617062,1
331A ANCHORVALE ST,Springdale Primary School,0.12674857933166406,16
484 SEGAR RD,Beacon Primary School,0.5053721947307446,6
167B PUNGGOL EAST,Greendale Primary School,0.36039352283874776,12
746 PASIR RIS ST 71,Meridian Primary School,0.29150096597446834,3
66 C'WEALTH DR,New Town Primary School,0.3840323941167482,3
731 YISHUN ST 72,Jiemin Primary School,0.10656454809502713,11
350 CORPORATION DR,Lakeside Primary School,0.1250387204660089,7
269 PASIR RIS ST 21,White Sands Primary School,0.31278666086777224,6
314B ANCHORVALE LINK,Anchor Green Primary School,0.18212200025762632,17
104B EDGEFIELD PLAINS,Rivervale Primary School,0.34186809908098337,17
767 BEDOK RESERVOIR VIEW,Red Swastika School,0.3734245572638518,9
109 YISHUN RING RD,Ahmad Ibrahim Primary School,0.48597786143010757,10
20 QUEEN'S CL,New Town Primary School,0.7808106505482575,4
608 JURONG WEST ST 65,Frontier Primary School,0.15697212241811165,10
102 BEDOK NTH AVE 4,Red Swastika School,0.3461825126748205,9
238 BT BATOK EAST AVE 5,Bukit View Primary School,0.4484374676169387,7
135 POTONG PASIR AVE 3,Cedar Primary School,0.9702567345162102,9
58 CHAI CHEE DR,Opera Estate Primary School,0.7994426079181491,7
124 SIMEI ST 1,Angsana Primary School,0.3140048106071991,9
52 TEBAN GDNS RD,Fuhua Primary School,1.704587703318665,1
266 BOON LAY DR,Corporation Primary School,0.6115981929176528,10
185D RIVERVALE CRES,Rivervale Primary School,0.18458945601799728,16
7 TOH YI DR,Pei Hwa Presbyterian Primary School,0.1490582691146982,2
186 PUNGGOL CTRL,Horizon Primary School,0.2714480997697558,14
333D ANCHORVALE LINK,Springdale Primary School,0.27352713577504917,18
607 CHOA CHU KANG ST 62,De La Salle School,0.4438588151647584,5
498L TAMPINES ST 45,White Sands Primary School,0.5407156063705518,10
281 BISHAN ST 24,Catholic High School (Primary),0.32275095260935527,10
452A SENGKANG WEST WAY,Sengkang Green Primary School,0.10833345421787315,6
493 ADMIRALTY LINK,Endeavour Primary School,0.27223345586784803,6
258A COMPASSVALE RD,Compassvale Primary School,0.20544120850476585,17
240 COMPASSVALE WALK,Seng Kang Primary School,0.2418263729515144,20
457 JURONG WEST ST 41,Shuqun Primary School,0.3536157024723768,6
611 YISHUN ST 61,Naval Base Primary School,0.524002581035532,10
466 JURONG WEST ST 41,Shuqun Primary School,0.2809025796246924,6
955 HOUGANG AVE 9,Hougang Primary School,0.3911134010107644,11
832 JURONG WEST ST 81,West Grove Primary School,0.42353253700884264,9
270B PUNGGOL FIELD,Punggol Green Primary School,0.256296782563401,16
1 MARINE TER,Ngee Ann Primary School,0.12383490195231946,4
628 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.5997875023748248,8
419 YISHUN AVE 11,North View Primary School,0.4744744291015963,10
264 BOON LAY DR,Corporation Primary School,0.6028540477919905,10
449 PASIR RIS DR 6,Casuarina Primary School,0.2454475802484482,6
9 TIONG BAHRU RD,Zhangde Primary School,0.5125142592705783,8
842C TAMPINES ST 82,Junyuan Primary School,0.46489863940818454,10
550 CHOA CHU KANG ST 52,De La Salle School,0.1440646349462815,8
30 BENDEMEER RD,Bendemeer Primary School,0.38018316493284454,4
418 TAMPINES ST 41,Gongshang Primary School,0.20168798930605128,12
119C KIM TIAN RD,Zhangde Primary School,0.37341239048537195,8
650 YISHUN AVE 4,Northland Primary School,0.25922212788586485,11
201A PUNGGOL FIELD,Edgefield Primary School,0.4340853361959413,16
394 YISHUN AVE 6,North View Primary School,0.105293044668664,10
138B LOR 1A TOA PAYOH,Kheng Cheng School,0.2691446037140167,8
114 YISHUN RING RD,Ahmad Ibrahim Primary School,0.6589638671479631,8
7 MARINE TER,Ngee Ann Primary School,0.16818151404308865,5
223 PASIR RIS ST 21,Pasir Ris Primary School,0.24595696841879142,6
121 POTONG PASIR AVE 1,Cedar Primary School,1.0935521932816175,10
138C YUAN CHING RD,Lakeside Primary School,1.2713519104898348,3
3 PINE CL,Kong Hwa School,0.7322560193475317,3
477 SEMBAWANG DR,Canberra Primary School,0.13019072207156498,7
262C COMPASSVALE ST,Compassvale Primary School,0.30712842670790674,17
145 SIMEI ST 2,Angsana Primary School,0.5966666629075014,9
405 CHOA CHU KANG AVE 3,Concord Primary School,0.3690407342475933,6
159 LOR 1 TOA PAYOH,CHIJ Primary (Toa Payoh),0.46958674197279665,8
129 SIMEI ST 1,Angsana Primary School,0.38740932270146866,9
113 DEPOT RD,Blangah Rise Primary School,0.6039444502772259,3
339C KANG CHING RD,Lakeside Primary School,0.4039931320500964,6
273D JURONG WEST AVE 3,Corporation Primary School,0.5076585865175584,8
417 CLEMENTI AVE 1,Pei Tong Primary School,0.7522081179029642,6
304 CANBERRA RD,Sembawang Primary School,0.13803422650287472,8
254 BT BATOK EAST AVE 4,Keming Primary School,0.545314371623648,6
348 BT BATOK ST 34,Dazhong Primary School,0.43636074816122516,7
25 TEBAN GDNS RD,Fuhua Primary School,1.4786295155639724,1
523A TAMPINES CTRL 7,Poi Ching School,0.3654740471629996,10
681 RACE COURSE RD,Farrer Park Primary School,0.5045992000540633,5
143 LOR AH SOO,Xinghua Primary School,1.039083707253285,5
531 BEDOK NTH ST 3,Damai Primary School,0.5965439682658048,8
601 WOODLANDS DR 42,Woodlands Ring Primary School,0.4536867518088165,10
357C ADMIRALTY DR,Canberra Primary School,0.22685481915749645,7
318 HOUGANG AVE 5,Holy Innocents' Primary School,0.30360121662402173,9
813 TAMPINES ST 81,Junyuan Primary School,0.37428612489460483,11
121A KIM TIAN PL,Zhangde Primary School,0.3045499317734651,8
620 HOUGANG AVE 8,Xinmin Primary School,0.17444686519068475,13
411 ANG MO KIO AVE 10,Townsville Primary School,0.35650466386751994,11
118 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.2460039888529189,5
306 YISHUN CTRL,Xishan Primary School,0.344819161765158,11
308 SHUNFU RD,Catholic High School (Primary),0.8238486749053376,7
286 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.20961600424939147,6
414A FERNVALE LINK,Fernvale Primary School,0.5998924925047668,11
442 HOUGANG AVE 8,Punggol Primary School,0.21183563659223617,16
503 CHOA CHU KANG ST 51,De La Salle School,0.758558896291925,8
604 ELIAS RD,Elias Park Primary School,0.26874122470420186,5
391 YISHUN AVE 6,North View Primary School,0.19077747252724747,9
156 JLN TECK WHYE,Teck Whye Primary School,0.6167405873991392,11
354 WOODLANDS AVE 1,Si Ling Primary School,0.08640466709144914,9
667 WOODLANDS RING RD,Woodlands Ring Primary School,0.42865435661727186,10
527 BEDOK NTH ST 3,Yu Neng Primary School,0.431303394523627,8
246 BANGKIT RD,Beacon Primary School,0.3218456188407245,7
240 BT BATOK EAST AVE 5,Lianhua Primary School,0.4054843057881691,7
221A JURONG EAST ST 21,Fuhua Primary School,0.47691349211501033,5
