flat,mrt,mrt_dist,num_mrt_2km
360 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.8545404505057501,4
788 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.21505430274882023,5
452 PASIR RIS DR 6,PASIR RIS MRT STATION,0.9194224099833685,2
428 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.9426015139108427,2
119D KIM TIAN RD,TIONG BAHRU MRT STATION,0.4799898985828893,8
796 WOODLANDS DR 72,ADMIRALTY MRT STATION,0.3681819503141266,4
414 WOODLANDS ST 41,MARSILING MRT STATION,0.5154959798580594,4
183 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.7533974579884307,5
727 ANG MO KIO AVE 6,ANG MO KIO MRT STATION,0.5191874900558324,2
124 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.65602775849028,4
522 ANG MO KIO AVE 5,ANG MO KIO MRT STATION,0.44153121928594996,2
252 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.5896055638981235,2
541 BT PANJANG RING RD,SENJA LRT STATION,0.12433139409583863,14
235 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.7492702498625601,3
177 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,1.0021828171283036,2
1 TELOK BLANGAH CRES,REDHILL MRT STATION,1.1238892995811223,6
821 JURONG WEST ST 81,PIONEER MRT STATION,1.0869694067838387,2
106 JLN RAJAH,TOA PAYOH MRT STATION,0.9236123501473977,8
5 TECK WHYE AVE,TECK WHYE LRT STATION,0.600688318519004,16
497H TAMPINES ST 45,TAMPINES EAST MRT STATION,0.7036021357095633,6
109 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.4260669268846757,9
105 TECK WHYE LANE,TECK WHYE LRT STATION,0.13487939032515256,13
58 STIRLING RD,QUEENSTOWN MRT STATION,0.210253407314751,6
351 WOODLANDS AVE 1,WOODLANDS MRT STATION,0.5966121811648422,4
421 JURONG WEST ST 42,LAKESIDE MRT STATION,0.9661805795762968,2
209B PUNGGOL PL,PUNGGOL MRT STATION,0.5468577375895556,26
331 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.8753633574208203,5
313C ANCHORVALE RD,TONGKANG LRT STATION,0.36611666967805834,17
915 TAMPINES ST 91,TAMPINES WEST MRT STATION,0.37188103203105666,6
328 HOUGANG AVE 5,HOUGANG MRT STATION,0.5427599546438,5
440 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.20852824852852908,2
246 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4856741863628855,2
336 UBI AVE 1,UBI MRT STATION,0.5498975254512611,9
861 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.6493692662879547,4
646 JURONG WEST ST 61,PIONEER MRT STATION,0.20700199272196368,2
359 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.7839973336933461,4
142 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.4997847552045827,3
683C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.7996037624336243,1
34 EUNOS CRES,EUNOS MRT STATION,0.28627993450694517,9
851 HOUGANG CTRL,HOUGANG MRT STATION,0.18753228621781987,6
121 HOUGANG AVE 1,KOVAN MRT STATION,0.7314021708168507,4
485 CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,1.0265040109498396,5
713 TAMPINES ST 71,TAMPINES MRT STATION,0.7555529743463814,5
415B FERNVALE LINK,LAYAR LRT STATION,0.3578780028057308,12
701 JURONG WEST ST 71,PIONEER MRT STATION,0.5717004340874401,2
632 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.5369015888166969,4
987A BUANGKOK GREEN,TONGKANG LRT STATION,1.3343471357038637,7
254 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.6546532501259836,2
596B ANG MO KIO ST 52,ANG MO KIO MRT STATION,0.2589334611296962,2
542 BEDOK NTH ST 3,BEDOK NORTH MRT STATION,0.7065016410291248,5
11 HAIG RD,PAYA LEBAR MRT STATION,0.5395102208900071,11
679 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.6384796164329758,3
240 SERANGOON AVE 2,SERANGOON MRT STATION,0.43905268496200917,6
29A CHAI CHEE AVE,BEDOK MRT STATION,0.68427642994741,4
121 YUAN CHING RD,LAKESIDE MRT STATION,1.0068623224183766,2
135 SIMEI ST 1,SIMEI MRT STATION,0.6759403172984629,7
155 PASIR RIS ST 13,TAMPINES EAST MRT STATION,1.2762658628523442,2
35 EUNOS CRES,EUNOS MRT STATION,0.2539504365909356,9
39 JLN BAHAGIA,BOON KENG MRT STATION,1.0614299545546892,8
453B FERNVALE RD,FERNVALE LRT STATION,0.29763278635350565,7
188A RIVERVALE DR,RUMBIA LRT STATION,0.31890254509051347,23
665 JLN DAMAI,KAKI BUKIT MRT STATION,0.09826169169630428,5
306C ANCHORVALE LINK,TONGKANG LRT STATION,0.261287061375333,17
262 YISHUN ST 22,YISHUN MRT STATION,0.8402277240307373,1
476A UPP SERANGOON VIEW,KANGKAR LRT STATION,0.8256196419315674,9
981A BUANGKOK CRES,TONGKANG LRT STATION,1.1334124527597171,9
380 CLEMENTI AVE 5,CLEMENTI MRT STATION,0.45109516719969434,2
635 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.4746923664146324,4
515 WEST COAST RD,CLEMENTI MRT STATION,0.9524606959210243,1
239 SERANGOON AVE 2,SERANGOON MRT STATION,0.4993899614491533,6
360 HOUGANG AVE 5,HOUGANG MRT STATION,0.4103834834830847,6
296E CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.4512406870667864,7
746 JURONG WEST ST 73,PIONEER MRT STATION,1.0888947272506335,2
327 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.6393402996772817,5
116 BISHAN ST 12,BISHAN MRT STATION,0.3605602822755804,7
625B WOODLANDS DR 52,ADMIRALTY MRT STATION,0.8002023525092102,4
708 TAMPINES ST 71,TAMPINES MRT STATION,0.7552269669396923,4
134 POTONG PASIR AVE 3,POTONG PASIR MRT STATION,0.45984831990100844,8
338 BT BATOK ST 34,BUKIT GOMBAK MRT STATION,0.5455476406624715,8
294A COMPASSVALE CRES,CHENG LIM LRT STATION,0.24083296126401435,25
157B RIVERVALE CRES,BAKAU LRT STATION,0.31740460161849576,18
523 WOODLANDS DR 14,WOODLANDS SOUTH MRT STATION,0.6608489095168613,4
50 SIMS DR,ALJUNIED MRT STATION,0.5018847262913064,14
529 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.7088282142904703,2
753 JURONG WEST ST 74,PIONEER MRT STATION,1.236007282159928,2
57 LOR 5 TOA PAYOH,BRADDELL MRT STATION,0.6454278316059991,6
155 LOR 1 TOA PAYOH,TOA PAYOH MRT STATION,0.21328918294258573,6
426 FAJAR RD,SEGAR LRT STATION,0.1721257820744688,12
688A CHOA CHU KANG DR,YEW TEE MRT STATION,0.7918982143230525,1
43 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.5779924151463429,4
250A COMPASSVALE ST,COMPASSVALE LRT STATION,0.3176141227896421,22
413A FERNVALE LINK,LAYAR LRT STATION,0.33840584281849617,11
468D ADMIRALTY DR,SEMBAWANG MRT STATION,0.6723246242352114,2
439 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.603284211097513,5
201 BOON LAY DR,LAKESIDE MRT STATION,0.6293453232035455,3
238 BISHAN ST 22,BISHAN MRT STATION,1.055562245722622,4
166B PUNGGOL CTRL,RIVIERA LRT STATION,0.1010555752294659,13
229 COMPASSVALE WALK,BAKAU LRT STATION,0.5228985907619127,19
357 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.8155813666243432,4
684B JURONG WEST ST 64,BOON LAY MRT STATION,0.6157139987545348,3
210 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.7193672309957502,2
306B PUNGGOL PL,DAMAI LRT STATION,0.31804398271263495,22
118 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.3610227633869457,5
130 CASHEW RD,PENDING LRT STATION,0.23570164747829644,14
110 HOUGANG AVE 1,KOVAN MRT STATION,0.7893315219163415,5
425 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,0.65728201876165,5
466C SEMBAWANG DR,SEMBAWANG MRT STATION,1.077287972527399,1
42 BEDOK STH RD,TANAH MERAH MRT STATION,0.8866706167203182,3
505D YISHUN ST 51,KHATIB MRT STATION,1.2617171158118647,2
84 BEDOK NTH ST 4,TANAH MERAH MRT STATION,0.9401572376338719,4
222 YISHUN ST 21,YISHUN MRT STATION,0.5134919043068091,2
170C PUNGGOL FIELD,RIVIERA LRT STATION,0.23674702885092067,13
119A RIVERVALE DR,KANGKAR LRT STATION,0.1385623890673578,15
274 TOH GUAN RD,BUKIT BATOK MRT STATION,0.8311906840189671,5
3 BEACH RD,ESPLANADE MRT STATION,0.19984907456623682,30
326 JURONG EAST ST 31,CHINESE GARDEN MRT STATION,0.8101769127878006,2
119 HOUGANG AVE 1,KOVAN MRT STATION,0.7455422372596707,5
493A TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.7431648881142051,4
528 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.5215450001974755,4
506 HOUGANG AVE 8,HOUGANG MRT STATION,0.5526019152681645,6
212C COMPASSVALE DR,KANGKAR LRT STATION,0.255951944567598,17
134 JLN BT MERAH,TIONG BAHRU MRT STATION,0.8190640428773598,8
631 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.3890604190076298,7
396 YISHUN AVE 6,YISHUN MRT STATION,1.3444215827941313,2
232 BAIN ST,BRAS BASAH MRT STATION,0.29877377281025047,30
308A ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.7826251617686082,5
179 TOA PAYOH CTRL,TOA PAYOH MRT STATION,0.32122660892631777,6
349 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.6481212055465526,2
118 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.31911154639484113,23
615 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.3603853678189863,7
504B YISHUN ST 51,KHATIB MRT STATION,1.2074458216689496,2
329A ANCHORVALE ST,FARMWAY LRT STATION,0.1183361560389541,21
834 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.5990514445955258,4
623C PUNGGOL CTRL,OASIS LRT STATION,0.3245145012401702,20
101B LOR 2 TOA PAYOH,BRADDELL MRT STATION,0.1321554164827359,7
320C ANCHORVALE DR,SENGKANG LRT STATION,0.46029342264789513,20
332 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.7555431761091198,6
540 SERANGOON NTH AVE 4,FERNVALE LRT STATION,1.953679010168354,1
551 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.6042449272138425,5
944 HOUGANG ST 92,HOUGANG MRT STATION,1.368234587067763,7
86 WHAMPOA DR,BOON KENG MRT STATION,0.7671546692616165,11
557 WOODLANDS DR 53,WOODLANDS SOUTH MRT STATION,0.6687085342548044,4
725 YISHUN ST 71,YISHUN MRT STATION,0.5513823841975384,2
340A SEMBAWANG CL,SEMBAWANG MRT STATION,0.29293762986001903,1
44 MOH GUAN TER,TIONG BAHRU MRT STATION,0.49009171887499414,11
6 HOUGANG AVE 3,HOUGANG MRT STATION,0.9654104243476294,2
14 GHIM MOH RD,BUONA VISTA MRT STATION,0.21825996602792092,7
424 PASIR RIS DR 6,PASIR RIS MRT STATION,0.6711676249892926,2
451A SENGKANG WEST WAY,FERNVALE LRT STATION,0.36939019404154544,6
290F BT BATOK ST 24,BUKIT BATOK MRT STATION,1.0891009444338098,2
550 SERANGOON NTH AVE 3,KOVAN MRT STATION,2.1223247138267114,0
731 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.4465203704342033,4
214 PETIR RD,PENDING LRT STATION,0.4187522119515844,13
548 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.7638338095281038,5
255 COMPASSVALE RD,COMPASSVALE LRT STATION,0.14204562023594747,24
275B COMPASSVALE LINK,BUANGKOK MRT STATION,0.1658274266813043,14
106 ANG MO KIO AVE 4,ANG MO KIO MRT STATION,1.3610513816357905,2
125 GEYLANG EAST AVE 1,ALJUNIED MRT STATION,0.40318467629959864,13
760 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.8495393641304051,3
540 JELAPANG RD,SENJA LRT STATION,0.1518940455185798,14
272A JURONG WEST ST 24,BOON LAY MRT STATION,1.2931524369639023,3
821 YISHUN ST 81,KHATIB MRT STATION,0.4678262604596187,2
122 BISHAN ST 12,BISHAN MRT STATION,0.5224081308378413,7
431 BT PANJANG RING RD,FAJAR LRT STATION,0.1663448326661137,12
533 BT PANJANG RING RD,JELAPANG LRT STATION,0.21083500916444003,14
366 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.7560723526894801,2
712 PASIR RIS ST 72,PASIR RIS MRT STATION,1.5993923187639745,1
1 BEDOK STH AVE 1,BEDOK MRT STATION,0.5430901682435652,3
635A PUNGGOL DR,OASIS LRT STATION,0.19014462915985697,18
671A KLANG LANE,ROCHOR MRT STATION,0.3501634621787193,24
856C TAMPINES ST 82,TAMPINES MRT STATION,0.6691297042804955,5
63 CIRCUIT RD,MACPHERSON MRT STATION,0.30489900215792315,11
230 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.5487530192877822,5
256C SUMANG WALK,SOO TECK LRT STATION,0.1465916520136814,20
753 CHOA CHU KANG NTH 5,YEW TEE MRT STATION,0.5731662335656201,8
688D WOODLANDS DR 75,ADMIRALTY MRT STATION,0.8086234558110249,2
101 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.39306049322253794,5
666 YISHUN AVE 4,KHATIB MRT STATION,0.8631137097745634,2
104A EDGEFIELD PLAINS,COVE LRT STATION,0.29103009970764526,24
842B TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6334488857088272,4
112 TECK WHYE LANE,TECK WHYE LRT STATION,0.22043036156597798,13
175 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,1.09661388137345,2
458 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.0647271228663313,5
752 YISHUN ST 72,YISHUN MRT STATION,0.2659900820661658,2
339 UBI AVE 1,UBI MRT STATION,0.49460665403000387,10
14 TECK WHYE LANE,PHOENIX LRT STATION,0.26535474143229554,17
417 HOUGANG AVE 8,HOUGANG MRT STATION,0.6351696172293276,9
921 JURONG WEST ST 92,PIONEER MRT STATION,0.9654266581653823,3
602 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,1.0719272176499408,2
524 JELAPANG RD,JELAPANG LRT STATION,0.16179095422276227,13
66 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.3739623449604441,5
325 WOODLANDS ST 32,MARSILING MRT STATION,0.6334396827156996,4
211 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.34404211947238933,4
524 BT BATOK ST 52,BUKIT GOMBAK MRT STATION,0.19267559853067254,4
710 YISHUN AVE 5,YISHUN MRT STATION,0.8173674652862678,2
242 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4852557376798585,2
105 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.3378784252754145,9
553 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.9042508034895334,2
903 JURONG WEST ST 91,PIONEER MRT STATION,1.2791730209615162,2
146 RIVERVALE DR,RUMBIA LRT STATION,0.10987602104815394,20
510A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.4900353037586071,1
653A JURONG WEST ST 61,PIONEER MRT STATION,0.11104694478929181,2
635 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.24241662097256192,4
667 HOUGANG AVE 4,HOUGANG MRT STATION,0.9868344651789742,6
269C QUEEN ST,BUGIS MRT STATION,0.2398292656806901,25
122 PAYA LEBAR WAY,MATTAR MRT STATION,0.48057521185779933,12
588B ANG MO KIO ST 52,ANG MO KIO MRT STATION,0.45966009300389826,2
941 JURONG WEST ST 91,PIONEER MRT STATION,1.1800604951119908,1
520 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.8186391007724325,1
330 BT BATOK ST 33,BUKIT GOMBAK MRT STATION,0.6419264708236397,7
498M TAMPINES ST 45,TAMPINES EAST MRT STATION,0.7221932081439423,4
270 TOH GUAN RD,BUKIT BATOK MRT STATION,0.9454591179015984,4
54 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.39770884911552057,5
68 C'WEALTH DR,COMMONWEALTH MRT STATION,0.45643485599829153,7
61 TELOK BLANGAH HTS,TELOK BLANGAH MRT STATION,0.6022117410114518,5
461 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.2209391825950904,4
240 BT PANJANG RING RD,BANGKIT LRT STATION,0.1770617973427086,14
88 DAWSON RD,QUEENSTOWN MRT STATION,0.3893579426505387,3
138 BISHAN ST 12,BRADDELL MRT STATION,0.7668317881877903,7
430A YISHUN AVE 11,YISHUN MRT STATION,1.7508757374188946,2
227 SIMEI ST 4,SIMEI MRT STATION,0.3483426412971033,7
862 JURONG WEST ST 81,PIONEER MRT STATION,1.3903579724400865,2
498 JURONG WEST ST 41,LAKESIDE MRT STATION,0.5831332587964168,2
663B PUNGGOL DR,KADALOOR LRT STATION,0.16415998217114539,13
6 JLN BATU,MOUNTBATTEN MRT STATION,0.5680738259654363,5
72 MARINE DR,EUNOS MRT STATION,1.8060496802052064,2
437 WOODLANDS ST 41,MARSILING MRT STATION,0.6153842131247405,4
684C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.775154944865073,1
221 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4116421407428024,2
54 TEBAN GDNS RD,JURONG EAST MRT STATION,1.4113216026724065,2
56 PIPIT RD,MACPHERSON MRT STATION,0.2377788760793043,11
455 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.3479752875953986,2
63 MARINE DR,EUNOS MRT STATION,2.036581841441218,0
203B PUNGGOL FIELD,COVE LRT STATION,0.30624243768763787,25
145 PETIR RD,PETIR LRT STATION,0.19395318285260602,14
119 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.3459913275134985,5
695 HOUGANG ST 61,HOUGANG MRT STATION,0.7848948855451118,10
671 CHOA CHU KANG CRES,YEW TEE MRT STATION,0.5589690638736724,3
668 JLN DAMAI,KAKI BUKIT MRT STATION,0.18758756496180318,5
50 CIRCUIT RD,MATTAR MRT STATION,0.3408655598997899,11
289D BT BATOK ST 25,BUKIT BATOK MRT STATION,1.2365121422011072,3
260A PUNGGOL WAY,SOO TECK LRT STATION,0.07157700054330067,20
322 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.26605578258445484,4
197A BOON LAY DR,LAKESIDE MRT STATION,0.8082473035993134,3
249 COMPASSVALE RD,COMPASSVALE LRT STATION,0.3348692248620792,22
707 BEDOK NTH RD,BEDOK NORTH MRT STATION,0.1685916083807509,5
919 HOUGANG AVE 4,HOUGANG MRT STATION,1.0589781553401854,8
530A PASIR RIS DR 1,PASIR RIS MRT STATION,0.2150250062589318,3
103A EDGEFIELD PLAINS,COVE LRT STATION,0.17411689215856355,24
53 NEW UPP CHANGI RD,TANAH MERAH MRT STATION,0.5357919513818242,3
714 YISHUN ST 71,YISHUN MRT STATION,0.8599741981865187,2
43 BENDEMEER RD,BOON KENG MRT STATION,0.5003147799177993,8
403 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.6927388947003892,1
625 SENJA RD,SENJA LRT STATION,0.39583652558019083,18
261A SENGKANG EAST WAY,CHENG LIM LRT STATION,0.25145454829521274,21
361 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.8880063691972694,4
601 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.6471646245725727,5
117 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,1.3671268424692131,2
301 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.32757041788911195,5
207 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.8738852280884001,5
159 YUNG PING RD,LAKESIDE MRT STATION,1.6630382486683348,2
633A SENJA RD,SENJA LRT STATION,0.5525051497749182,18
102 SIMEI ST 1,SIMEI MRT STATION,0.301386956430133,9
633 ANG MO KIO AVE 6,YIO CHU KANG MRT STATION,0.27723139767206256,2
231 HOUGANG ST 21,KOVAN MRT STATION,0.3897287910027936,5
721 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.3836262539327367,4
448 YISHUN RING RD,YISHUN MRT STATION,1.3437919014412545,2
550 PASIR RIS ST 51,PASIR RIS MRT STATION,0.786357350182088,4
219B BEDOK CTRL,BEDOK MRT STATION,0.43131724546669403,3
62 CHAI CHEE RD,BEDOK MRT STATION,0.9819672984052729,5
32 MARSILING DR,MARSILING MRT STATION,1.2080894811803502,3
445 YISHUN AVE 11,YISHUN MRT STATION,1.274628478808968,2
761 YISHUN ST 72,YISHUN MRT STATION,0.487600295292437,2
311A ANCHORVALE LANE,TONGKANG LRT STATION,0.2658736142614861,13
386 YISHUN RING RD,YISHUN MRT STATION,1.2773525781509565,2
197 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.319692918709055,2
1 MARSILING DR,MARSILING MRT STATION,0.9306735488137383,3
802 FRENCH RD,LAVENDER MRT STATION,0.28583675902551836,23
175B PUNGGOL FIELD,MERIDIAN LRT STATION,0.09991310636261969,22
485A TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.4290567312859901,5
487 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8542036371490477,2
107 BISHAN ST 12,BISHAN MRT STATION,0.48950062705594144,7
523 JELAPANG RD,JELAPANG LRT STATION,0.13443705127974023,13
328 SEMBAWANG CRES,SEMBAWANG MRT STATION,0.4065782220796799,1
92 C'WEALTH DR,COMMONWEALTH MRT STATION,0.4233278258758301,7
667 JLN DAMAI,KAKI BUKIT MRT STATION,0.14293763626827707,5
763 PASIR RIS ST 71,PASIR RIS MRT STATION,1.6943108695529836,1
886D WOODLANDS DR 50,ADMIRALTY MRT STATION,0.768341531456955,4
212 PASIR RIS ST 21,PASIR RIS MRT STATION,1.3985792107439965,2
22 GHIM MOH LINK,BUONA VISTA MRT STATION,0.5769534416319876,7
351 ANG MO KIO ST 32,ANG MO KIO MRT STATION,0.6259224025392728,3
4 QUEEN'S RD,FARRER ROAD MRT STATION,0.155185281404058,6
686C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.8095751307214986,1
110D PUNGGOL FIELD,MERIDIAN LRT STATION,0.254763757846765,20
710 TAMPINES ST 71,TAMPINES MRT STATION,0.734914087772974,4
143 TAMPINES ST 12,TAMPINES MRT STATION,0.6033740991071145,6
245 PASIR RIS ST 21,PASIR RIS MRT STATION,1.5511544782818554,2
2 TECK WHYE AVE,KEAT HONG LRT STATION,0.48411823283423566,14
12 CANTONMENT CL,OUTRAM PARK MRT STATION,0.5873732237879596,13
127D KIM TIAN RD,TIONG BAHRU MRT STATION,0.648459174132523,9
769 WOODLANDS DR 60,ADMIRALTY MRT STATION,0.7757026758266216,3
130 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.2901071677681206,19
473 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.112333034332828,4
14 JOO SENG RD,BARTLEY MRT STATION,0.7469952612405001,10
219 BOON LAY AVE,LAKESIDE MRT STATION,1.2653910948891247,3
829 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.5648664605074232,4
308A PUNGGOL WALK,SUMANG LRT STATION,0.27454732114723973,20
274D JURONG WEST AVE 3,BOON LAY MRT STATION,1.5153816219618188,2
172 BEDOK STH RD,TANAH MERAH MRT STATION,0.7431093102509955,2
297D CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.3501050850162663,7
226 BISHAN ST 23,BISHAN MRT STATION,0.8313229073717785,5
520 PASIR RIS ST 52,PASIR RIS MRT STATION,0.5010818419116188,1
151 YUNG HO RD,LAKESIDE MRT STATION,1.9351422071164255,1
628 PASIR RIS DR 3,PASIR RIS MRT STATION,1.1333446670450675,1
282 TAMPINES ST 22,SIMEI MRT STATION,0.513160673042539,8
868B TAMPINES AVE 8,TAMPINES MRT STATION,1.1298382580149682,3
254 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.6730569756113853,2
132 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.44571071094477743,5
629 HOUGANG AVE 8,KOVAN MRT STATION,1.1619685050183703,3
622 YISHUN RING RD,KHATIB MRT STATION,0.25088089897662086,2
404A FERNVALE LANE,FERNVALE LRT STATION,0.47880353986120877,7
112 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.2176823719182262,23
157A RIVERVALE CRES,BAKAU LRT STATION,0.3321195807159283,18
8 KIM TIAN PL,TIONG BAHRU MRT STATION,0.35065236921921955,6
705 BEDOK NTH RD,BEDOK NORTH MRT STATION,0.2393455923015303,5
313D ANCHORVALE RD,TONGKANG LRT STATION,0.36510319505993083,15
49 JLN TIGA,DAKOTA MRT STATION,0.3683649750724716,8
213 LOR 8 TOA PAYOH,BRADDELL MRT STATION,0.8498825699765823,9
210 YISHUN ST 21,YISHUN MRT STATION,0.4776986284156512,2
468 JURONG WEST ST 41,LAKESIDE MRT STATION,0.4750407841873282,3
636 YISHUN ST 61,KHATIB MRT STATION,0.7536110265224607,2
247 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.8282526788043321,3
681A WOODLANDS DR 62,ADMIRALTY MRT STATION,0.33248720363218104,4
753 PASIR RIS ST 71,PASIR RIS MRT STATION,1.7054918279213067,1
409 SAUJANA RD,FAJAR LRT STATION,0.42572122033923104,13
671A EDGEFIELD PLAINS,DAMAI LRT STATION,0.39350669689004314,18
211A PUNGGOL WALK,PUNGGOL MRT STATION,0.3872656702776053,26
116 BEDOK NTH RD,BEDOK RESERVOIR MRT STATION,0.8991967318186322,4
371 TAMPINES ST 34,TAMPINES EAST MRT STATION,0.45582399822114095,5
322 TAH CHING RD,LAKESIDE MRT STATION,0.9081587482786561,2
836 WOODLANDS ST 83,WOODLANDS MRT STATION,0.6392896124068729,4
39A BENDEMEER RD,BOON KENG MRT STATION,0.5287439480770271,8
396 TAMPINES AVE 7,TAMPINES EAST MRT STATION,0.21211420190618793,5
135 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.5873007567189937,3
541 SERANGOON NTH AVE 4,FERNVALE LRT STATION,1.9885127852941793,1
334 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.7922013909552313,7
704 WOODLANDS DR 40,ADMIRALTY MRT STATION,0.5299594674078958,4
245 SIMEI ST 5,SIMEI MRT STATION,0.16451471735781845,8
451 FAJAR RD,FAJAR LRT STATION,0.16572885679371593,12
302B PUNGGOL PL,PUNGGOL LRT STATION,0.2813018520449233,23
147 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.37178218034654625,5
189C RIVERVALE DR,COMPASSVALE LRT STATION,0.34067334372054053,25
353 CHOA CHU KANG CTRL,SOUTH VIEW LRT STATION,0.29493443884362025,8
546 HOUGANG ST 51,BUANGKOK MRT STATION,0.4618956253687008,12
160 HOUGANG ST 11,SERANGOON MRT STATION,0.6651396083939439,6
792 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.3293136485617967,6
36 MARSILING DR,MARSILING MRT STATION,1.4320470677252954,2
328 YISHUN RING RD,YISHUN MRT STATION,0.89688389110571,2
7 TIONG BAHRU RD,TIONG BAHRU MRT STATION,0.4506498377678403,12
28 BENDEMEER RD,BOON KENG MRT STATION,0.18927639961215204,8
312 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5069041990358227,5
101 HOUGANG AVE 1,KOVAN MRT STATION,0.9105546933438152,3
506 JURONG WEST ST 52,LAKESIDE MRT STATION,0.59062535064538,3
